genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_Acinetobacter	268.4034	359.7334	3583.8764	4897.9742	722.2708	5017.6708	3330.0336	252.6481	669.329	60.4407	71.5543	472.09	857.5327	1181.5848	339.9219	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter
g_Unclassified_f_Microbacteriaceae	3662.2145	2668.9588	444.0032	336.9438	251.8978	407.7423	842.3503	174.4259	1283.3924	803.2581	26.0902	516.6255	629.714	269.1538	9638.69	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Unclassified_f_Microbacteriaceae
g_Galactobacter	809.7106	521.233	16.2127	0	12.9392	0	13.8773	256.6919	34.4088	19335.6382	72.2095	3.0452	549.6052	0	191.2227	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Galactobacter
g_Kluyvera	1524.6997	10784.8911	864.4402	0	1526.62	211.0845	2893.0539	20.1342	1024.3683	1580.4374	533.3983	25.666	199.435	606.1128	4.5107	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Kluyvera
g_Brachybacterium	10212.8984	1410.2688	0	48.9057	134.3571	85.566	304.4346	308.5913	2859.7461	3066.0799	85.7898	213.8093	1346.0176	50.356	1030.8739	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermabacteraceae;g_Brachybacterium
g_Paenochrobactrum	472.1777	69.6856	18.1875	0	75.8634	0	0	40.0121	49.5263	72.4538	9.2577	190.4166	740.3243	0	18852.5057	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Paenochrobactrum
g_Oryzisolibacter	743.3948	0	0	0	59.565	11.5753	14.1114	7.8782	112.5558	16.8426	4.7262	19097.1338	167.8608	0	81.2713	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Oryzisolibacter
g_Unclassified_f_Rhodobacteraceae	2951.1614	986.4804	472.1576	3.9365	423.1829	102.7687	682.7761	178.135	599.9347	797.1958	11.936	10933.4245	450.1699	182.1157	1328.4097	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Unclassified_f_Rhodobacteraceae
g_Mobiluncus	3597.3335	3256.4209	84.2939	7.7685	1051.4176	281.8396	158.6542	85.2675	2102.2247	910.5354	15.3844	510.6792	4101.0698	400.4207	3507.6195	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Mobiluncus
g_Alcaligenes	855.3277	0	152.2927	55.5502	659.4225	30.7647	154.5166	60.9232	16.3436	137.0177	18.5641	446.5371	1960.6235	21.7585	14800.3522	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Alcaligenes
g_Unclassified_f_Pasteurellaceae	107.5694	48.3621	757.8904	646.3958	179.6812	167.921	11499.6878	462.7199	570.5185	3.4158	2680.9094	1317.3982	175.2316	358.4404	0.7637	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Unclassified_f_Pasteurellaceae
g_Unclassified_f_Fusobacteriaceae	15.0394	2.2477	237.0437	41.4706	2044.1808	26.297	298.9386	9825.2198	0	0	959.5083	104.1198	2695.775	2369.8152	11.836	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Unclassified_f_Fusobacteriaceae
g_Epulopiscium D	66.9272	0	2986.3886	3882.809	485.5778	4306.1534	3427.757	0	830.2912	0	0.8202	0.5479	7.4877	2248.678	0.6722	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Cellulosilyticaceae;g_Epulopiscium D
g_Melaminivora A	630.9903	0	23.6577	0	128.0653	0	0	14.0319	31.8005	39.9655	1.6508	17170.4065	95.8379	0	69.5195	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Melaminivora A
g_Unclassified_f_Sphingomonadaceae	2599.3018	69.1201	837.8031	801.708	164.767	1367.202	872.8197	136.7838	371.3023	0	11.4675	9262.9669	74.2199	1065.2552	143.4491	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Unclassified_f_Sphingomonadaceae
g_Nocardioides	2220.6908	2903.6722	2003.3764	3512.6353	517.7932	1769.9194	1299.0222	77.4013	961.5848	157.6865	4.6196	280.5937	122.3877	1562.33	352.3214	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Nocardioides
g_UBA4719	3580.5398	0	0	0	26.4522	214.0176	216.6452	0	223.8074	0	0	8.7344	0	13146.015	67.112	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_UBA4719
g_Bacteroides	182.1573	697.3087	2701.3235	3476.6237	730.4098	3109.1902	1959.3259	18.8958	1859.7338	251.7272	64.9768	2.5367	13.6986	2147.5195	1.2797	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides
g_Unclassified_o_Burkholderiales	259.3005	0	1962.8908	2039.4399	446.3749	1731.0326	1335.3239	25.3746	877.9219	1.782	42.9736	6467.3201	77.7601	1293.3913	408.4975	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Unclassified_o_Burkholderiales;g_Unclassified_o_Burkholderiales
g_Gallibacterium	119.5525	29.2832	802.8078	533.42	116.677	110.9035	10866.7654	306.7512	555.0541	4.6259	1939.2119	1053.6138	160.933	321.7044	10.0574	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Gallibacterium
g_GCF-000787395	20.6898	0	3293.5448	4356.4707	592.1065	4081.8179	2039.5923	0	407.6238	0	5.8854	1.0238	17.839	1895.5766	0.6148	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Sedimenticolaceae;g_GCF-000787395
g_Unclassified_p_Actinobacteriota	2183.51	3250.0599	1160.4148	1764.6092	787.5379	947.1759	1035.9567	160.3087	851.9609	833.1	26.2792	379.4235	413.6109	469.2454	2040.169	d_Bacteria;p_Actinobacteriota;c_Unclassified_p_Actinobacteriota;o_Unclassified_p_Actinobacteriota;f_Unclassified_p_Actinobacteriota;g_Unclassified_p_Actinobacteriota
g_Thiodubiliella	6.9716	0	3161.6329	3465.8952	473.2019	3342.2744	1909.6646	3.083	802.8416	0	1.9103	1.0321	0	3019.5919	0.5575	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_PS1;f_Thioglobaceae;g_Thiodubiliella
g_Marinobacter	75.5028	606.6971	1778.3292	2976.0274	663.1119	3783.3222	1593.6986	67.8387	2259.3465	35.7513	9.9391	94.9639	23.2682	2027.0869	17.3901	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Oleiphilaceae;g_Marinobacter
g_Unclassified_o_Cyanobacteriales	12.5061	209.1299	2344.6174	2612.9568	485.9095	4684.186	2454.0658	9.317	694.1084	0	2.1234	2.5847	0	2158.2161	3.6117	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Unclassified_o_Cyanobacteriales;g_Unclassified_o_Cyanobacteriales
g_Fusobacterium A	3.1729	0	717.9647	98.5522	224.6263	0	470.5575	5082.5283	0	0	5482.3647	263.0152	1836.5879	1294.1976	19.1099	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium A
g_Unclassified_f_Rhizobiaceae A	345.3866	64.2081	0	0	4.4922	0	36.1943	4.0672	169.2759	51.2975	6.0848	302.5289	434.9706	0	13876.3179	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Unclassified_f_Rhizobiaceae A
g_Kitasatospora	193.1807	633.9429	2233.1568	2742.3316	517.2531	3570.4788	1920.7663	8.1552	733.378	252.4447	0.4072	1.3241	5.3048	1775.0916	0.025	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Kitasatospora
g_Unclassified_f_Propionibacteriaceae	3717.9136	532.6891	8.1501	0	437.9681	77.4069	8.0218	422.898	2919.0827	1479.5173	30.3439	411.8356	917.0901	0	3463.1889	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Unclassified_f_Propionibacteriaceae
g_Schaedlerella	1174.3218	6394.1581	718.9248	133.1992	1161.7628	181.8505	1900.8142	27.811	512.8315	885.2281	432.2141	18.7878	262.3019	200.2757	1.7402	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Schaedlerella
g_Unclassified_f_Lachnospiraceae	237.7375	709.8885	1931.1819	1702.05	966.8477	2694.2203	2482.3322	499.6379	1179.6305	104.1603	377.7032	18.8062	230.4766	689.0785	105.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Unclassified_f_Lachnospiraceae
g_Paenalcaligenes	2529.2401	360.402	0	0	133.1613	0	0	24.498	116.9591	10.9102	13.5137	227.5136	4163.9623	0	6171.9266	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paenalcaligenes
g_Mycobacterium	869.9869	2848.3501	1195.9868	2103.0053	365.2331	1796.6257	1083.6055	105.1137	631.0897	668.226	12.1695	55.079	271.6397	872.0798	574.4803	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
g_Unclassified_f_Weeksellaceae	523.1533	0	0	0	0	0	12.0455	423.8464	0	1.9399	11.007	12208.0686	60.0893	25.5134	19.8286	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Unclassified_f_Weeksellaceae
g_Unclassified_f_Thioglobaceae	386.4008	3152.9437	1806.9161	1006.8447	1344.3742	1049.7279	2249.8292	11.8155	732.2159	314.742	7.5472	3.8543	0	865.6782	4.9378	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_PS1;f_Thioglobaceae;g_Unclassified_f_Thioglobaceae
g_Ventrimonas	299.5553	6621.6848	1083.4575	1472.3958	353.4878	781.1124	701.9881	142.5822	174.2896	49.7326	83.109	4.3646	85.5619	972.8697	1.861	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Ventrimonas
g_Unclassified_f_Dermatophilaceae	9271.7738	1142.3645	45.557	0	60.9318	21.8337	0	537.5483	150.2821	65.5594	18.103	118.3608	144.779	0	921.2568	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Unclassified_f_Dermatophilaceae
g_Henriciella	82.138	72.4716	1883.6445	1344.8587	865.7223	3025.5187	903.3562	0	2622.2776	0	1.6848	17.7973	0	1643.0599	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Hyphomonadaceae;g_Henriciella
g_Cycloclasticus	25.6553	0	1923.9443	3696.0262	316.9524	2790.6686	1300.6492	12.2963	1026.1914	0	4.4813	0	72.5239	1246.7929	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Cycloclasticaceae;g_Cycloclasticus
g_Citrobacter	44.4306	68.7781	13.9179	0	13.5396	0	12.9466	155.4546	124.3842	60.0359	8652.7433	475.5758	2083.456	0	301.1475	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter
g_Unclassified_c_Cyanobacteriia	145.5673	841.8844	1281.8968	2554.6665	372.213	1930.8615	1684.7544	0	1454.3134	110.7027	1.3009	1.923	32.606	677.5882	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Unclassified_c_Cyanobacteriia;f_Unclassified_c_Cyanobacteriia;g_Unclassified_c_Cyanobacteriia
g_Prevotella	68.1614	1846.1458	1108.9028	2552.2837	502.8237	1488.1567	1428.0482	54.9085	288.3123	0	373.0351	18.7572	165.9089	1122.8188	10.9821	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella
g_Unclassified_o_Lactobacillales	74.493	0	541.037	0	242.8278	69.4393	402.6249	1370.436	518.3557	2945.6203	140.1501	841.6528	1703.7216	468.3696	1701.8288	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Unclassified_o_Lactobacillales;g_Unclassified_o_Lactobacillales
g_XYB12-FULL-38-5	0	0	1690.9931	1757.3664	495.0993	3131.7337	941.7922	0	556.6106	0	0	0	0	1770.5503	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_Ignavibacteriales;f_Melioribacteraceae;g_XYB12-FULL-38-5
g_Unclassified_o_Bacteroidales	236.1635	1172.8715	1139.3257	1679.7011	332.292	2212.8995	1320.6709	0	470.2597	271.1413	8.759	35.5451	36.1611	1092.6958	10.0223	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Unclassified_o_Bacteroidales;g_Unclassified_o_Bacteroidales
g_SM1919	23.3424	296.3153	1778.6113	1503.3802	364.17	2897.103	1022.5444	0	419.0439	0	2.072	0	0	1666.9358	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Shewanellaceae;g_SM1919
g_Unclassified_f_Mycobacteriaceae	1560.0957	2612.9537	110.4924	0	268.997	542.3274	468.6881	130.6074	846.235	2033.6585	20.2751	193.5844	334.1099	2.6949	796.4254	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Unclassified_f_Mycobacteriaceae
g_Actinomyces	1321.8649	3314.0388	54.727	0	78.7733	47.6531	170.875	45.517	1747.6988	732.3923	72.9052	110.4112	1364.4103	0	757.3989	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces
g_Dietzia	4988.4252	502.471	140.2388	0	132.4978	0	129.3287	458.6412	65.308	2470.0595	35.6423	100.5834	431.7986	0	318.1829	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Dietzia
g_Clostridium Q	54.1796	5541.5757	463.1488	983.7104	84.3905	996.9394	588.5264	3.4446	255.2925	58.4095	2.5251	0	0	561.8235	3.3265	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Clostridium Q
g_Fibromonas	11.7401	0	2130.7104	2145.2718	281.2263	1901.4224	1154.0336	0	673.1427	0	2.3717	0	0	1262.7654	0.2588	d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_Fibrobacterales;f_Fibrobacteraceae;g_Fibromonas
g_Myxococcus	9.8028	0	2155.9522	1642.9275	444.1476	2237.0306	1100.3799	0	569.0751	0	1.16	1.9911	0	1301.2626	0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Myxococcus
g_Unclassified_f_Rhizobiaceae	349.5517	112.3235	0	0	46.6758	6.4113	0	29.0062	197.3288	117.399	5.5546	2638.2945	323.8854	0	5547.9225	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Unclassified_f_Rhizobiaceae
g_Epulopiscium A	27.8258	16.3085	1379.8641	1626.2349	213.4612	2316.9859	1101.0059	5.6026	742.0981	0	118.3778	0.2934	13.8329	1390.2302	0.3389	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Cellulosilyticaceae;g_Epulopiscium A
g_Aeromicrobium	431.7559	81.38	119.7252	0	144.6461	0	63.2624	38.3784	22.8744	179.0261	3.4528	6253.1884	76.1133	0	1467.6781	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Aeromicrobium
g_Sphingopyxis	1186.4576	556.7508	264.7234	0	160.7804	0	77.6126	77.7241	64.1427	76.0775	2.261	6087.7995	79.4362	151.1078	62.6633	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis
g_Undibacterium	169.4921	0	816.6133	2505.5255	269.7852	2712.3036	1135.7893	0	366.1952	0	0	0	0	766.3915	0.5915	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Undibacterium
g_Unclassified_o_Enterobacterales	12.9633	22.8183	593.7194	817.2863	134.9307	842.2145	2018.5291	102.4162	220.4504	13.4984	2041.4468	130.8803	702.6988	877.0139	54.5622	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Unclassified_o_Enterobacterales;g_Unclassified_o_Enterobacterales
g_Oceanospirillum	9.3745	219.2042	1252.8649	2560.5628	438.361	1984.1023	619.5753	0	422.8317	55.0223	1.4809	0	0	982.8173	3.6156	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Halomonadaceae;g_Oceanospirillum
g_Cetobacterium	58.7478	0	136.0559	0	366.1292	0	81.6103	5062.1023	18.969	4.5813	151.4355	44.2522	1493.9619	511.1349	19.5936	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Cetobacterium
g_Unclassified_o_Rhizobiales	326.211	376.2749	457.0663	439.4402	156.8645	69.1824	512.1304	118.0448	383.7757	65.7311	49.1735	1332.7068	64.9906	857.4334	2641.5879	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Unclassified_o_Rhizobiales;g_Unclassified_o_Rhizobiales
g_Paenibacillus E	68.8593	421.7401	1195.4325	1708.3877	299.2454	1256.5627	1228.2738	0	214.9707	8.696	1.9999	0	0	1294.063	0.7823	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_NBRC-103111;g_Paenibacillus E
g_Helicobacter J	141.6619	98.6922	166.7822	97.8776	4584.3107	47.8491	139.5208	47.6756	0	0	2.7861	163.8198	12.0417	2164.63	24.015	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter J
g_Gelidibacter	0	0	1591.9684	1570.5889	63.1219	1816.4354	1477.3075	0	411.9799	0	0	19.4662	0	706.2967	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Gelidibacter
g_Unclassified_c_Polyangia	201.1573	1523.5046	705.2936	1512.5666	251.7537	956.6552	1414.2757	0	552.6929	80.9388	1.6058	0	0	419.3049	0.4141	d_Bacteria;p_Myxococcota;c_Polyangia;o_Unclassified_c_Polyangia;f_Unclassified_c_Polyangia;g_Unclassified_c_Polyangia
g_Bowmanella	196.6396	731.4533	587.3004	1425.2645	416.7512	1002.8312	1134.0797	0	500.0047	316.5884	2.9197	0	0	1303.8672	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Bowmanella
g_Rhodoferax	231.9017	696.3433	660.5066	1357.2398	187.6603	377.7868	533.4588	3.6694	106.2079	35.9991	3.6823	2471.8293	24.8389	493.5365	52.4924	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Rhodoferax
g_Comamonas	435.8806	0	25.2498	0	0	20.2027	0	23.5185	33.4891	0	8.8169	4304.2858	2036.4147	61.2002	169.2662	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas
g_Sporolactobacillus	55.1932	430.9966	698.7496	1658.4432	219.3127	1815.4807	468.3631	0	853.7682	81.6738	0	0	0	656.0345	13.5309	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales G;f_Sporolactobacillaceae;g_Sporolactobacillus
g_BX12	300.4904	2218.0869	556.8915	483.9023	156.2826	1228.5577	728.5123	4.1541	255.8847	235.3393	0.6308	1.9911	39.9738	711.1357	0.1301	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_BX12
g_Sphingobacterium	128.3021	139.1784	1231.9896	1643.3147	436.128	992.3916	927.5851	0	304.6	0	4.2468	133.5491	0	974.3677	2.8971	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium
g_Thermosynergistes	0	0	728.4585	1236.9155	206.611	2196.1518	1217.5715	0	187.9136	0	0	0	6.9353	991.0074	0.7402	d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Thermosynergistaceae;g_Thermosynergistes
g_Sutterella	157.6707	23.8282	1253.3402	488.5712	522.622	27.5768	3164.4184	39.2354	308.6015	13.8628	61.7695	50.2616	48.5564	556.9559	43.1854	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Sutterella
g_Rivularia	3.5917	0	1354.6038	1960.435	200.0206	1443.8088	710.6828	5.0759	104.527	0	0.4111	1.6184	10.8302	887.7532	0.318	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_Rivularia
g_Unclassified_o_UBA796	49.3371	0	1112.4001	1382.0719	129.4382	1905.0333	572.0219	0	386.0576	0	0	0	0	1010.2408	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_Unclassified_o_UBA796;g_Unclassified_o_UBA796
g_Jeotgalibaca	61.6549	0	160.8113	0	65.7762	17.6418	160.2418	66.4493	28.6721	170.7302	12.2928	19.5393	92.8001	0	5543.392	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Jeotgalibaca
g_Variovorax	320.1532	847.4659	437.0257	443.3062	150.6481	143.9441	498.4229	19.9424	176.6078	32.2439	2.5922	2417.6939	18.1644	506.0943	237.8164	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Variovorax
g_Acidipropionibacterium	1568.9986	110.7642	0	0	237.2915	0	0	166.2829	3032.5922	875.2776	21.251	41.3995	144.3785	10.126	28.2431	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Acidipropionibacterium
g_BOG-234	282.3847	3570.0123	314.8377	0	274.0871	26.1525	1226.1684	9.883	182.1829	224.9307	2.2587	1.1816	0	42.9522	0.2912	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Bryobacterales;f_Bryobacteraceae;g_BOG-234
g_Rhodanobacter	214.6437	1926.6613	1034.6216	803.1327	122.2548	344.3496	631.5979	0	113.5259	314.6368	0.8844	71.2258	17.4756	484.6026	45.9822	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Rhodanobacter
g_Spirillospora	351.7078	2370.5221	382.4137	448.7345	328.1338	596.4024	817.1402	13.1365	84.6412	212.7939	0	13.8287	63.8384	401.9344	32.6562	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Spirillospora
g_Turicibacter	41.6007	751.5298	561.5119	1387.0378	42.0409	1417.186	608.9839	3.3624	341.249	103.6915	57.1863	0	0	761.5601	2.8192	d_Bacteria;p_Firmicutes;c_Bacilli;o_Haloplasmatales A;f_Turicibacteraceae;g_Turicibacter
g_Campylobacter A	0	0	221.7806	197.0539	3037.6672	79.7909	100.9632	1.8816	41.7204	0	0.4572	3.6384	0	2344.7548	17.1865	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter A
g_Lactobacillus	0	0	75.1074	0	20.3704	0	308.9335	1790.2749	45.2994	926.2368	142.405	1517.2861	1102.3765	13.5341	0.9037	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus
g_F6-6636	0	0	0	63.6117	0	0	40.5935	269.8497	17.5924	4972.6151	209.0364	160.135	99.5717	9.2098	0.2764	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_F6-6636
g_Unclassified_f_Xanthomonadaceae	1067.5329	70.3581	5.7212	0	3.8806	0	5.8247	77.0801	13.8167	30.4956	2.3287	2446.9503	373.8426	7.5603	1627.9871	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Unclassified_f_Xanthomonadaceae
g_Enterococcus B	40.7393	0	1050.2112	0	74.729	35.8415	0	104.4064	407.5076	161.0728	451.3445	120.366	2942.2499	100.4888	220.9162	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B
g_Streptobacillus	0	0	0	0	0	0	0	588.7029	64.1427	3059.2375	13.2438	995.8389	872.2809	50.3693	0	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Leptotrichiaceae;g_Streptobacillus
g_Haemophilus D	255.5222	1394.1122	552.3771	468.7619	323.2395	481.4778	1299.166	35.9059	182.432	323.5385	54.0921	35.2626	54.6254	53.6903	1.4561	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Haemophilus D
g_GCA-900066495	1341.899	0	147.4778	0	0	0	46.2511	1200.4867	0	70.1453	936.299	3.4547	426.4216	12.7414	1314.9774	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_GCA-900066495
g_Kibdelosporangium	21.1279	0	1658.4674	873.2688	319.726	557.1616	553.9306	0	769.9274	0	1.7186	0	0	718.9833	3.1178	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Kibdelosporangium
g_Endozoicomonas	226.3538	1110.2401	451.8317	662.577	300.8585	485.0247	1112.4785	81.2916	391.1085	207.2416	9.7964	0.9787	28.3488	388.9912	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Endozoicomonadaceae;g_Endozoicomonas
g_Unclassified_p_Bacteroidota	32.0967	42.1245	1078.873	781.6889	165.9371	839.5257	724.6756	6.4528	216.7098	0	0	200.3461	0	1256.7761	21.7222	d_Bacteria;p_Bacteroidota;c_Unclassified_p_Bacteroidota;o_Unclassified_p_Bacteroidota;f_Unclassified_p_Bacteroidota;g_Unclassified_p_Bacteroidota
g_Gordonia	85.0898	410.9503	734.14	176.5091	345.6376	675.9223	1308.1545	11.1497	234.7506	410.4502	4.9417	80.4555	130.2832	378.2738	229.8803	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Gordonia
