genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_Acidicaldus	9.8005	19.182	9.4712	59.895	5.3326	156.1143	0	0	32.0815	0	0	0	0	240.9251	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Acetobacterales;f_Acetobacteraceae;g_Acidicaldus
g_AG-422-B15	0	0	0	80.8382	86.5141	0	0	0	0	0	0	0	19.9085	344.8813	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Pelagibacterales;f_AG-422-B15;g_AG-422-B15
g_NaphS2	0	0	0	46.9027	25.0979	81.2244	108.6389	0	0	0	0	0	0	266.8024	0	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_Desulfatiglandaceae;g_NaphS2
g_Sandaracinobacter	41.1897	0	0	0	35.6976	0	0	0	30.2031	0	0	29.9018	0	332.0459	58.735	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sandaracinobacter
g_Wolinella	0	0	43.506	0	26.4522	0	0	0	0	0	0	0	0	456.947	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Wolinella
g_Dermacoccus	216.2414	221.3439	0	0	0	0	0	32.4633	37.481	0	1.5763	9.5124	0	0	8.0203	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Dermacoccus
g_Nakamurella	114.1284	264.8151	0	0	0	0	0	0	0	90.6043	1.7562	16.4212	0	0	38.5411	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Nakamurellaceae;g_Nakamurella
g_Draconibacterium	0	0	0	141.6752	0	0	77.6126	0	0	0	0	0	0	302.2156	4.3334	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae;g_Draconibacterium
g_Janthinobacterium	0	0	176.9953	100.5548	17.9358	145.1144	0	0	0	0	0	38.7226	0	23.8333	21.8077	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Janthinobacterium
g_Algoriphagus	0	0	68.0751	128.9164	13.7968	22.3253	225.9938	0	35.0198	0	0	12.3988	0	18.3333	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Cyclobacteriaceae;g_Algoriphagus
g_CR04bin15	0	0	0	0	0	0	0	4.0289	0	0	318.6847	11.5273	189.0233	0	0.389	d_Bacteria;p_KSB1;c_UBA2214;o_CR04bin15;f_CR04bin15;g_CR04bin15
g_Bin5	27.8862	456.4359	0	0	0	0	0	0	38.645	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Caldilineales;f_Caldilineaceae;g_Bin5
g_Aminivibrio	46.9305	85.3498	42.1417	0	153.7359	41.4613	104.9257	7.3692	21.6789	14.8771	1.7905	1.7622	0	0	0	d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales;f_Aminobacteriaceae;g_Aminivibrio
g_Unclassified_c_Kiritimatiellae	39.5567	215.8185	53.2805	0	32.3951	52.4202	0	18.6341	109.6361	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_Unclassified_c_Kiritimatiellae;f_Unclassified_c_Kiritimatiellae;g_Unclassified_c_Kiritimatiellae
g_Arenicella	0	0	144.5579	164.2529	29.2976	94.8158	0	0	49.5765	0	0	0	0	38.9308	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales;f_Arenicellaceae;g_Arenicella
g_JABAQM01	0	0	0	0	0	336.7749	0	0	0	0	0	0	0	184.3705	0	d_Bacteria;p_Armatimonadota;c_Fimbriimonadia;o_Fimbriimonadales;f_Fimbriimonadaceae;g_JABAQM01
g_Streptomyces D	0	0	329.3105	0	145.6178	0	0	0	46.2018	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces D
g_RPRI01	0	0	247.6076	0	11.5806	56.2175	47.4231	0	19.5964	0	0	0	0	138.4956	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_RPRI01;g_RPRI01
g_KA00134	300.0529	60.6322	0	0	0	0	21.2968	10.4701	15.4006	21.1373	5.0877	0	75.3962	0	10.3376	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_KA00134
g_Liquorilactobacillus	0	0	0	0	0	0	0	7.0577	60.4063	9.4988	9.9779	115.3873	311.1163	0	6.2112	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Liquorilactobacillus
g_Unclassified_f_Pyrinomonadaceae	19.7783	248.2641	53.2805	0	64.7903	0	66.3297	0	21.0198	0	0	2.2279	0	43.0469	0.4477	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae;g_Unclassified_f_Pyrinomonadaceae
g_GCA-2862545	0	0	78.0302	22.1653	0	76.7702	121.4261	0	0	0	0	0	0	220.6499	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_GCA-2862545;g_GCA-2862545
g_Bin61	45.1678	345.0056	24.3354	0	59.1847	0	0	0	12.5188	25.773	0	0	6.8098	0	0	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Bin61;f_Bin61;g_Bin61
g_JADKHK01	0	0	26.9369	30.6069	16.3779	53.0039	0	0	0	0	0	0	0	391.736	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Ahniellaceae;g_JADKHK01
g_UBA1829	0	0	0	518.5846	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales;f_UBA1829;g_UBA1829
g_JAFGMF01	0	0	168.7629	63.9186	0	166.0378	70.0318	0	0	0	0	0	0	45.4495	1.8489	d_Bacteria;p_Cloacimonadota;c_Cloacimonadia;o_Cloacimonadales;f_TCS61;g_JAFGMF01
g_Unclassified_f_Fen-1058	0	0	0	0	0	0	465.6755	0	0	0	0	0	0	50.3693	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Thermoflexales;f_Fen-1058;g_Unclassified_f_Fen-1058
g_Unclassified_f_Rhabdochlamydiaceae	15.6435	170.6996	0	0	76.8679	0	52.4629	0	65.0367	133.8939	0	0	0	0	0.9234	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_Rhabdochlamydiaceae;g_Unclassified_f_Rhabdochlamydiaceae
g_Dyella B	0	0	0	136.6053	0	165.5977	149.6704	0	0	0	0	0	0	58.2801	3.1442	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Dyella B
g_CADDZI01	0	0	0	512.7796	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Eremiobacterota;c_Eremiobacteria;o_Eremiobacterales;f_Eremiobacteraceae;g_CADDZI01
g_Methylocella	8.9258	48.6986	24.0451	0	103.167	0	59.8681	0	0	0	0	0	0	266.8724	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Methylocella
g_CSSed10-48	18.9838	0	0	461.9325	0	0	0	0	0	0	1.0864	3.2077	0	0	26.3329	d_Bacteria;p_Deinococcota;c_Deinococci;o_Deinococcales;f_Trueperaceae;g_CSSed10-48
g_Trabulsiella	0	0	0	0	0	0	0	0	0	0	418.4457	8.1997	83.9036	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Trabulsiella
g_GUT77	0	0	380.7041	33.2748	35.6111	0	36.4572	0	0	0	0	0	0	23.6601	0	d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales;f_Chitinispirillaceae;g_GUT77
g_Unclassified_f_SZUA-254	54.9757	99.9812	49.366	0	60.0302	0	122.913	0	0	0	0	0	41.4422	79.7685	0	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_SZUA-254;g_Unclassified_f_SZUA-254
g_Intestinibacter	111.6522	0	0	0	0	0	0	120.5838	0	3.1569	123.6024	0	45.9518	0	102.3565	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Intestinibacter
g_Unclassified_f_Selenomonadaceae	0	0	0	266.1984	35.6111	0	0	0	180.78	0	0	0	0	23.6601	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae;g_Unclassified_f_Selenomonadaceae
g_Wenxinia	24.3562	0	51.2486	0	93.4792	0	255.2007	5.0237	26.3638	36.1841	0	12.6135	0	0	0.3147	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Wenxinia
g_CAIMTB01	0	75.8371	37.4448	0	90.0453	48.5689	0	0	0	13.219	0	0	0	239.3054	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_CAIMTB01;g_CAIMTB01
g_UBA8592	15.8087	172.5028	85.1738	0	155.3598	0	53.017	0	21.9079	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_UBA8592;g_UBA8592
g_UBA8530	4.7864	0	116.047	102.5559	15.6795	164.9168	0	0	99.4965	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Sericytochromatia;o_S15B-MN24;f_UBA8530;g_UBA8530
g_CAILNN01	0	345.0056	42.5869	0	46.7253	0	53.017	0	0	15.0343	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_UBA9464;g_CAILNN01
g_Oceanitalea	120.9189	17.4967	0	0	4.6988	0	0	25.2141	18.6936	5.077	0	32.7626	0	0	277.4691	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Oceanitalea
g_Leifsonia A	54.2927	0	0	146.1967	39.1154	189.8837	0	2.3293	0	0	0	8.6022	0	0	61.8037	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Leifsonia A
g_JAFAMB01	0	0	0	0	27.0357	43.7477	0	0	0	0	0	0	0	431.1016	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_JAFAMB01;g_JAFAMB01
g_Legionella C	0	0	37.7959	0	459.6061	0	0	0	0	0	0	0	0	0	3.3126	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella C
g_Nautilia	0	0	364.8046	0	34.1239	27.6088	69.8693	0	0	0	0	3.5202	0	0	0.3074	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Nautiliales;f_Nautiliaceae;g_Nautilia
g_Unclassified_f_Desulfovibrionaceae	0	0	33.9738	0	0	0	232.9781	0	17.4771	35.9808	0	0	0	179.1126	0.3722	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Unclassified_f_Desulfovibrionaceae
g_DTJG01	42.5966	139.4425	137.7003	0	41.8617	0	28.5709	0	59.0308	24.3058	0	0	6.4221	18.542	0.5029	d_Bacteria;p_Ratteibacteria;c_UBA8468;o_B48-G9;f_DTJG01;g_DTJG01
g_Parvibaculum	16.6109	0	102.2806	87.1617	3.8867	100.629	55.7071	0	49.3275	0	0.2716	0	0	82.6354	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Parvibaculales;f_Parvibaculaceae;g_Parvibaculum
g_Marseille-P3662	0	0	94.4897	134.204	0	23.241	147.0394	0	60.7602	0	0	0	0	38.1705	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales G;f_Sporolactobacillaceae;g_Marseille-P3662
g_Cryobacterium	119.9932	0	0	0	25.0979	0	0	3.8384	0	0	3.2318	15.4969	0	0	329.8325	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Cryobacterium
g_JAFGXQ01	0	0	0	0	82.5967	97.7923	169.1183	0	79.2592	0	0	0	0	65.5815	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_JAAYKL01;f_JAAYKL01;g_JAFGXQ01
g_UBA629	11.1131	121.2643	0	0	218.4267	0	111.8082	0	30.8012	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_UBA629
g_JADJQN01	22.7134	206.5379	40.7915	0	12.4008	0	25.391	0	10.4922	158.4047	0	0	0	16.4783	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_JADJQN01;g_JADJQN01
g_UBA5536	0	0	10.6985	0	169.1253	5.2629	0	6.5479	0	0	1.1364	11.855	0	285.2402	2.4028	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082;g_UBA5536
g_Xenorhabdus	72.8056	0	0	0	198.7486	0	0	45.7291	67.2632	0	36.6037	0	0	52.8197	16.9885	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Xenorhabdus
g_Thalassobius	264.0989	0	0	0	0	0	0	0	0	0	0	101.998	113.763	0	10.0214	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Thalassobius
g_Desulfosporosinus	0	0	109.9516	0	0	216.3523	0	12.685	0	0	43.7292	0	14.1166	88.8331	3.6628	d_Bacteria;p_Firmicutes B;c_Desulfitobacteriia;o_Desulfitobacteriales;f_Desulfitobacteriaceae;g_Desulfosporosinus
g_Clostridium B	83.0766	0	0	0	0	0	0	109.9543	0	0	126.9329	3.7772	127.0524	0	37.969	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium B
g_JAAFGM01	0	75.1392	0	42.1549	180.4589	36.5012	138.5599	0	0	13.0973	1.5763	0	0	0	0.8129	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Thermoflexales;f_J036;g_JAAFGM01
g_RGIG1840	0	0	122.7886	0	0	302.0147	0	0	63.166	0	0	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_RGIG1840
g_Pelomonas	17.0241	0	0	0	0	0	0	0	0	0	0	316.8848	0	0	153.4941	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pelomonas
g_JAFGCY01	0	0	0	347.4226	0	0	0	0	139.8168	0	0	0	0	0	0	d_Bacteria;p_4484-113;c_4484-113;o_4484-113;f_JAFGCY01;g_JAFGCY01
g_Profundibacter	18.9705	0	279.6457	0	0	68.7825	0	0	0	1.2488	0	61.5545	0.9899	0	55.0903	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Profundibacter
g_Unclassified_o_Aggregatilineales	0	0	193.7362	132.7434	0	56.4665	34.455	0	0	0	0	0	0	68.7304	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_Unclassified_o_Aggregatilineales;g_Unclassified_o_Aggregatilineales
g_Pararhizobium	19.3383	0	0	0	0	0	0	3.4958	0	0	0	145.9517	34.9761	0	281.5957	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Pararhizobium
g_SZUA-265	88.3216	160.6255	0	56.7872	0	0	0	0	81.598	97.9937	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae;g_SZUA-265
g_2-02-FULL-45-22 A	7.5648	0	91.7035	0	24.7808	70.1733	76.1087	0	99.5915	0	0	0	0	115.251	0	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_SM23-39;g_2-02-FULL-45-22 A
g_Peptidiphaga	51.4628	0	0	0	6.9703	0	16.1554	6.6613	32.4224	134.4215	0.4871	14.6922	120.9447	9.2622	90.8331	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Peptidiphaga
g_Nonomuraea	75.2003	387.2658	0	0	0	0	0	0	0	12.0387	0	0	0	0	9.7137	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_Nonomuraea
g_Rubrivivax	13.3357	97.0115	0	0	14.5618	0	0	0	87.4053	83.6314	0	156.5687	13.2984	0	16.8657	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Rubrivivax
g_CADCTQ01	0	0	362.8403	68.7125	0	0	0	0	0	0	0	0	0	48.8582	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_172606-1;g_CADCTQ01
g_SKPS01	54.3107	197.5435	0	0	118.608	0	60.7131	8.5281	0	0	0	0	0	39.4018	1.0686	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_PWNQ01;g_SKPS01
g_Lichenihabitans	49.5185	270.1698	0	0	54.0713	0	55.356	0	0	47.0926	1.8892	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Lichenihabitans
g_Burkholderia	0	0	0	0	55.291	0	56.6047	0	304.0752	0	0	38.4797	0	0	22.4694	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia
g_Unclassified_f_Oscillospiraceae	0	0	0	220.4678	78.6492	0	0	0	66.5438	0	0	0	2.8441	104.5095	3.4518	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Unclassified_f_Oscillospiraceae
g_UBA6398	0	0	0	0	0	175.8529	0	0	0	0	10.6217	0	0	288.8169	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_UBA6398
g_Kosakonia	0	0	0	0	0	0	0	7.293	0	0	388.6701	2.1495	73.3551	0	0.1063	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Kosakonia
g_BACL24	0	0	122.4158	83.4564	14.886	168.6147	0	0	0	0	0	0	0	79.1226	0.2682	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_DSM-45221;g_BACL24
g_NC76-1	4.0266	0	0	0	0	0	0	0	0	4.4944	0	5.1119	0	0	453.6469	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_NC76-1
g_Cryosericum	77.4083	337.8675	0	0	0	0	51.9201	0	0	0	0	0	0	0	0	d_Bacteria;p_Caldisericota;c_Caldisericia;o_Cryosericales;f_Cryosericaceae;g_Cryosericum
g_B10-G4	0	0	151.816	0	61.5372	0	251.9973	0	0	0	0	0	0	0	1.6632	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_SG8-38;g_B10-G4
g_Unclassified_f_Woeseiaceae	0	98.7718	146.3066	0	0	0	182.1392	0	0	0	0	0	0	39.4018	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Woeseiales;f_Woeseiaceae;g_Unclassified_f_Woeseiaceae
g_JACOUO01	0	0	166.4405	0	0	0	0	0	28.5406	0	0	2.3199	0	268.9441	0	d_Bacteria;p_Desulfobacterota;c_GWC2-55-46;o_GWC2-55-46;f_GWC2-55-46;g_JACOUO01
g_UBA5429	9.144	99.7776	0	0	119.8159	0	214.6596	0	0	0	2.0931	0	0	19.9015	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_WCHB1-69;g_UBA5429
g_Branchiibius	417.6967	0	0	0	0	0	0	3.1948	0	6.4497	1.1394	11.6759	20.4498	0	3.6865	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Branchiibius
g_Gp13-AA74	0	0	82.4169	70.2342	0	182.4436	128.2525	0	0	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_UBA7540;f_UBA7540;g_Gp13-AA74
g_UBA995	17.071	279.4152	0	0	27.9608	0	114.5007	0	23.6572	0	0	0	0	0	0	d_Bacteria;p_Firmicutes E;c_DTU015;o_UBA995;f_UBA995;g_UBA995
g_UBA10646	0	0	159.8415	302.6981	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_UBA10646
g_Magnetomorum	58.3075	367.0639	0	0	0	0	0	0	12.4313	21.3273	0	0	3.3811	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Magnetomoraceae;g_Magnetomorum
g_JAGNHB01	0	0	36.4298	124.1792	22.1497	215.049	45.3519	0	18.7405	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_UBA6911;o_JAAYUB01;f_JAAYUB01;g_JAGNHB01
g_Pseudozobellia	0	0	0	0	0	0	0	0	0	0	0	0	0	461.3219	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Pseudozobellia
g_TC-195	0	0	0	0	39.1154	63.2946	160.1791	0	198.5696	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_UBA3940;g_TC-195
g_JACQWH01	0	0	28.8656	32.7983	0	28.3995	215.6111	0	14.8493	0	0	0	0	139.928	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_JACQRZ01;f_JACQRZ01;g_JACQWH01
g_F2B08	204.032	28.9912	0	0	0	0	0	8.9758	0	11.1871	0	36.5292	5.9117	0	164.5365	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_F2B08
g_JABHXA01	0	0	0	0	358.717	0	91.81	0	0	0	0	9.2513	0	0	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_SCGC-AAA003-L08;f_JACNLC01;g_JABHXA01
g_Alteriqipengyuania	0	0	78.0302	88.6612	189.7729	0	0	0	0	0	3.3152	36.218	0	63.0428	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Alteriqipengyuania
g_Bartonella	37.9765	0	0	0	0	0	0	0	0	33.7676	0	57.294	0	0	329.4663	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Bartonella
g_Unclassified_p_Acidobacteriota	12.9386	0	0	0	0	68.5843	0	0	376.5382	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Unclassified_p_Acidobacteriota;o_Unclassified_p_Acidobacteriota;f_Unclassified_p_Acidobacteriota;g_Unclassified_p_Acidobacteriota
g_Erwinia	0	0	0	0	0	0	8.8258	0	0	0	330.871	6.6338	110.8682	0	0.6527	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Erwinia
g_Geobacter	30.2845	123.9227	61.1872	0	62.0042	40.1328	101.5638	0	20.9843	14.4004	0	2.5586	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales;f_Geobacteraceae;g_Geobacter
g_Fodinibius	0	0	0	0	0	0	0	0	0	0	0	0	0	456.2632	0	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Balneolales;f_Balneolaceae;g_Fodinibius
g_WHSL01	0	0	0	0	0	0	0	0	455.257	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptosporangiales;f_Streptosporangiaceae;g_WHSL01
g_Mobilicoccus	39.4691	136.0827	0	0	11.6264	0	0	0	30.1044	77.521	5.9636	9.5238	93.0987	7.7246	44.0691	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Mobilicoccus
g_Collinsella	0	0	0	0	0	0	0	67.0709	0	0	377.2364	1.4617	7.1553	0	2.1524	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales;f_Coriobacteriaceae;g_Collinsella
g_Peptacetobacter	51.6759	0	11.5628	0	0	0	14.3947	50.553	0	0	226.6633	3.055	31.0268	9.3419	56.7439	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Peptacetobacter
g_Pseudoglutamicibacter	74.2096	0	0	0	0	0	0	0	0	277.7333	0.8288	3.1436	58.873	0	38.6387	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Pseudoglutamicibacter
g_Anaerocolumna	0	0	130.7533	148.5675	39.7497	0	81.3883	0	0	0	0	0	0	52.8197	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Anaerocolumna
g_UBA2862	0	0	0	0	0	0	0	9.0771	0	109.9501	8.8216	175.8152	145.2554	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_UBA2862
g_CAG-170	54.2299	227.8641	0	0	0	0	0	9.8371	21.7041	84.4016	7.1518	1.8782	23.6124	0	16.1779	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-170
g_Unclassified_c_Acidobacteriae	0	0	43.0416	293.434	0	0	91.81	0	0	0	0	17.5125	0	0	0.2781	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Unclassified_c_Acidobacteriae;f_Unclassified_c_Acidobacteriae;g_Unclassified_c_Acidobacteriae
g_MWCZ01	0	0	59.5797	312.3294	36.2251	0	34.2201	0	0	0	0	2.4913	0	0	0	d_Bacteria;p_Latescibacterota;c_MWCZ01;o_MWCZ01;f_MWCZ01;g_MWCZ01
g_Pullichristensenella	0	0	443.8414	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_Pullichristensenella
g_WRMQ01	0	0	0	0	0	0	83.3404	148.282	0	47.2664	3.7923	142.7643	0	18.0289	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_WRMQ01
g_CAIXRA01	18.1036	0	0	0	0	0	424.9914	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA1407;f_CAITYL01;g_CAIXRA01
g_Acetatifactor	19.0241	103.794	0	0	125.0402	0	129.2433	0	26.3638	0	13.0091	0	25.7047	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor
g_JAAFHG01	0	0	392.3846	0	0	0	0	0	11.8738	0	0	0	0	37.2963	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_JAAFHG01
g_UBA8403	0	0	19.8382	232.9236	28.1443	91.0833	0	0	10.2053	0	0	0	0	58.7687	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Amoebophilaceae;g_UBA8403
