KEGG_L3	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
ko05152	33.006	24.6327	27.8345	27.3435	38.9915	17.9078	32.5687	0	17.7914	41.1704	32.5824	29.1342	0	27.18	19.9344	Human Diseases; Infectious disease: bacterial; Tuberculosis
ko05160	3.5336	3.3653	54.3999	54.751	16.1299	46.3599	51.957	0	32.3449	2.0114	0	0	1.7012	50.8447	0	Human Diseases; Infectious disease: viral; Hepatitis C
ko05161	1.1486	5.159	11.2174	17.9163	8.1555	12.228	22.5979	0	2.8503	3.5117	0	0	0	9.6698	0	Human Diseases; Infectious disease: viral; Hepatitis B
ko05162	0.9292	0.782	13.6376	21.4136	7.7303	13.9815	24.9046	0	6.2238	0	0	0	0	13.4731	0	Human Diseases; Infectious disease: viral; Measles
ko05163	1.1684	2.5489	24.9257	21.4592	5.9749	20.3062	19.9491	0.4094	5.6876	0.856	0.016	0	0	15.6804	0	Human Diseases; Infectious disease: viral; Human cytomegalovirus infection
ko05164	1.8775	6.4999	24.6539	25.248	11.0047	22.5969	41.5662	0.6141	11.4929	0.891	0	8.8599	0	21.8086	5.0474	Human Diseases; Infectious disease: viral; Influenza A
ko05165	8.5602	36.925	33.5539	36.3858	16.0015	27.1099	28.9106	9.6494	11.4251	19.3476	4.6222	0	0	31.3415	4.0928	Human Diseases; Infectious disease: viral; Human papillomavirus infection
ko05166	1.4888	1.1661	19.6169	23.6639	2.981	18.1036	23.2986	4.6161	7.2915	0.9679	2.4818	0.9327	3.2092	11.1169	1.3451	Human Diseases; Infectious disease: viral; Human T-cell leukemia virus 1 infection
ko05167	0.9578	4.4036	16.5491	20.4304	6.1734	12.4672	24.5594	0	3.5821	0	0	0	0	9.9998	0	Human Diseases; Infectious disease: viral; Kaposi sarcoma-associated herpesvirus infection
ko05168	2.3942	6.0276	33.5037	25.4583	10.9214	24.8163	34.8262	0	6.8637	1.0273	0	0	0	19.0057	4.3653	Human Diseases; Infectious disease: viral; Herpes simplex virus 1 infection
ko05169	2.0493	4.0263	32.3496	27.3619	12.8512	26.0553	31.9298	0	7.3944	1.4229	0	0	0	19.7225	0	Human Diseases; Infectious disease: viral; Epstein-Barr virus infection
ko05170	1.3679	2.9841	28.6456	24.0489	9.1004	27.2182	24.6985	0	7.6157	1.2468	0	0	0	17.6833	0	Human Diseases; Infectious disease: viral; Human immunodeficiency virus 1 infection
ko05171	2.5683	4.9039	20.2686	31.8608	10.1392	24.9688	35.5947	0	7.4632	0	0	0	0	23.9962	0	Human Diseases; Infectious disease: viral; Coronavirus disease - COVID-19
ko05200	5.6541	6.5319	21.1378	26.1509	12.9811	22.2022	21.3648	3.7868	8.8226	3.8873	5.6274	12.7072	5.0578	18.8956	9.5016	Human Diseases; Cancer: overview; Pathways in cancer
ko05202	0.6931	3.5002	2.439	6.5584	5.4692	5.683	2.508	0	0.8153	0.8877	0	0	0	3.615	0	Human Diseases; Cancer: overview; Transcriptional misregulation in cancer
ko05203	6.9505	2.0504	26.0382	26.2806	4.5483	15.5175	17.1668	12.3057	7.0077	22.3454	0	0	9.8013	12.8668	5.3089	Human Diseases; Cancer: overview; Viral carcinogenesis
ko05205	10.9432	58.2395	33.8758	38.3718	30.0667	34.1727	32.6371	3.4556	15.2188	9.252	1.6494	0	2.2006	35.9981	4.5915	Human Diseases; Cancer: overview; Proteoglycans in cancer
ko05206	0	5.9267	14.4575	17.3455	7.1561	13.8436	8.1511	7.7922	5.178	5.7622	0	2.0956	0	12.2313	6.8128	Human Diseases; Cancer: overview; MicroRNAs in cancer
ko05207	5.3654	11.7912	13.7595	14.7847	14.7239	16.5742	19.5448	0	9.0406	2.2481	0	0	0	14.7703	0	Human Diseases; Cancer: overview; Chemical carcinogenesis - receptor activation
ko05208	24.2122	28.893	33.2552	28.1575	49.2678	29.8889	44.4085	0	18.9276	20.4579	0	0	0	32.2624	0	Human Diseases; Cancer: overview; Chemical carcinogenesis - reactive oxygen species
ko05210	0.5729	1.8149	13.4113	12.6907	11.6114	8.3153	4.2555	0	4.0735	0	0	0	0	15.8384	0	Human Diseases; Cancer: specific types; Colorectal cancer
ko05211	11.9913	2.3434	15.6135	18.3785	0.7555	11.391	3.4689	0	6.7316	10.539	0	0	0	2.8165	0	Human Diseases; Cancer: specific types; Renal cell carcinoma
ko05212	0	0	10.5817	4.7563	2.0821	3.586	21.104	0	1.3053	0	0	0	0	7.6322	0	Human Diseases; Cancer: specific types; Pancreatic cancer
ko05213	4.257	5.6715	15.6226	6.5273	31.7152	18.5676	29.2738	0	7.6096	3.5491	0	0	0	14.6939	0	Human Diseases; Cancer: specific types; Endometrial cancer
ko05214	0	0	6.5578	1.9278	2.4677	2.5481	4.1599	0	1.547	0	0	0	0	7.2045	0.0573	Human Diseases; Cancer: specific types; Glioma
ko05215	1.9686	0.4075	14.1807	26.0946	15.4531	14.7448	28.6766	0	4.5018	1.1519	16.8734	0	0	15.7236	3.6352	Human Diseases; Cancer: specific types; Prostate cancer
ko05216	0.5522	0	8.1199	29.5391	6.7261	20.7937	13.8202	0	3.8523	0	0	0	0	29.6388	0	Human Diseases; Cancer: specific types; Thyroid cancer
ko05217	0.9727	3.1221	10.1955	12.8057	6.0588	9.7669	16.8065	0	5.1065	4.6088	0	0	0	10.5039	0.001	Human Diseases; Cancer: specific types; Basal cell carcinoma
ko05218	0	0	7.0824	2.082	2.6651	2.752	4.4927	0	1.6707	0	0	0	0	7.7809	0	Human Diseases; Cancer: specific types; Melanoma
ko05219	13.8016	12.2476	41.5763	57.1707	19.202	40.8349	31.7208	0	9.4302	15.6153	0	0	0	31.3902	0	Human Diseases; Cancer: specific types; Bladder cancer
ko05220	1.2942	0	11.9438	19.7495	2.4851	10.4227	28.9014	0	2.0869	0	0	0	0	13.7368	0	Human Diseases; Cancer: specific types; Chronic myeloid leukemia
ko05221	0	0	7.5125	3.4535	0.867	10.7784	20	0	1.7269	0	0	0	0	5.7335	0	Human Diseases; Cancer: specific types; Acute myeloid leukemia
ko05222	2.2141	4.7212	34.2779	35.5265	11.7094	28.9717	35.6648	0	5.2087	1.9722	0.121	15.2452	0	26.819	8.955	Human Diseases; Cancer: specific types; Small cell lung cancer
ko05223	0	0	5.902	1.735	2.2209	2.2933	3.7439	0	1.3923	0	0	0	0	6.4841	0	Human Diseases; Cancer: specific types; Non-small cell lung cancer
ko05224	2.7989	6.286	21.8113	25.1745	8.3317	15.998	13.4503	0	9.6865	1.3761	0	0	0	17.3933	0.0515	Human Diseases; Cancer: specific types; Breast cancer
ko05225	8.0971	7.3854	16.9783	19.6163	7.9548	18.8119	13.7526	0	15.8866	5.848	4.4122	0	0	19.2954	18.4072	Human Diseases; Cancer: specific types; Hepatocellular carcinoma
ko05226	3.6302	6.5568	10.5992	5.7571	17.6763	9.44	16.4007	0	7.7106	2.0382	0	0	0	7.0583	0	Human Diseases; Cancer: specific types; Gastric cancer
ko05230	114.7509	52.2022	60.8567	47.4232	21.5689	37.8404	48.2719	214.0771	43.1434	379.2601	136.12	160.8638	0	25.4859	141.7705	Human Diseases; Cancer: overview; Central carbon metabolism in cancer
ko05231	3.711	6.6398	24.7796	18.2679	23.4327	15.5728	13.9815	20.4189	3.533	0.3196	20.8512	0	0	28.6346	8.5151	Human Diseases; Cancer: overview; Choline metabolism in cancer
ko05235	0.9463	7.379	13.7875	25.3617	7.1794	13.0834	39.1123	0	4.6442	0.8497	0	0	0	13.8979	0	Human Diseases; Cancer: overview; PD-L1 expression and PD-1 checkpoint pathway in cancer
ko05310	1.9673	13.381	12.3926	5.3436	7.9755	6.1736	13.6751	0	3.4397	0	0	0	0	3.2284	0	Human Diseases; Immune disease; Asthma
ko05320	1.5133	10.2931	9.5328	4.1105	6.4498	6.0103	14.1805	0	3.4288	2.8546	0	0	0	5.4223	0	Human Diseases; Immune disease; Autoimmune thyroid disease
ko05321	0	0	4.0987	1.9791	0.4656	2.1323	4.0758	0	1.1782	0	0	0	0	0.8781	0	Human Diseases; Immune disease; Inflammatory bowel disease
ko05322	0.8554	7.9628	16.9717	18.7777	6.375	14.7299	14.7744	0	3.4852	2.6203	0.1044	0	0	8.7991	0	Human Diseases; Immune disease; Systemic lupus erythematosus
ko05323	1.0177	15.8719	6.9742	1.5716	11.1637	3.7207	6.2259	0	6.91	0	0	0	0	2.2891	0	Human Diseases; Immune disease; Rheumatoid arthritis
ko05330	0	12.1646	11.266	4.8578	7.6225	5.6123	12.9346	0	3.127	3.3736	0	0	0	3.3385	0	Human Diseases; Immune disease; Allograft rejection
ko05332	0	0	0	4.8578	1.5148	0	10.5068	0	0	0	0	0	0	2.559	0	Human Diseases; Immune disease; Graft-versus-host disease
ko05340	66.1698	28.4641	510.8293	691.6718	240.7827	638.8032	357.6759	0	274.6606	65.1545	0	0	0	519.207	0	Human Diseases; Immune disease; Primary immunodeficiency
ko05410	23.9184	59.3242	193.8355	230.6317	64.8147	237.6208	158.7417	0.7076	78.079	14.7785	0.4572	1.0919	1.3956	193.8791	0.3674	Human Diseases; Cardiovascular disease; Hypertrophic cardiomyopathy
ko05412	7.8365	9.7239	39.5631	57.0844	33.5053	62.5528	50.8752	1.2624	32.4027	1.5727	0.1934	0.1065	0.8337	42.5998	0.0221	Human Diseases; Cardiovascular disease; Arrhythmogenic right ventricular cardiomyopathy
ko05414	21.8622	56.9722	176.5155	209.6652	60.4493	216.1135	144.9176	0	71.0397	14.2784	0.4156	0	0	176.4486	0.0685	Human Diseases; Cardiovascular disease; Dilated cardiomyopathy
ko05415	34.0739	95.434	41.4366	40.1938	62.3974	45.6634	48.7808	0	33.6692	62.7717	0	0	0	38.6806	0	Human Diseases; Cardiovascular disease; Diabetic cardiomyopathy
ko05416	30.2715	116.6772	313.453	307.5272	111.4458	324.3109	228.984	0	100.5033	28.6286	0	0	0	277.2367	0	Human Diseases; Cardiovascular disease; Viral myocarditis
ko05417	22.0879	21.3174	28.8047	30.8998	35.3631	20.4485	30.0279	0	15.7161	17.076	0	0	0	27.3854	0	Human Diseases; Cardiovascular disease; Lipid and atherosclerosis
ko05418	43.8104	23.7933	29.3733	35.3521	42.1069	27.1289	39.957	0	28.8777	51.9595	0	64.0293	0	35.2208	46.4132	Human Diseases; Cardiovascular disease; Fluid shear stress and atherosclerosis
