order	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
o_UBA890	0	0	0	0	0	18.5036	0	0	57.4246	0	0	0	0	76.2035	0	d_Bacteria;p_Acidobacteriota;c_UBA890;o_UBA890
o_Thermomicrobiales	0	0	0	90.0779	0	19.4099	0	0	0	0	0	1.1996	0	0	40.2268	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Thermomicrobiales
o_CG2-30-66-41	0	0	0	24.3052	0	125.694	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_Abditibacteria;o_CG2-30-66-41
o_UTPRO1	10.4545	0	98.6686	17.9716	7.3504	15.49	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UTPRO1
o_UBA9980	0	0	0	95.6752	52.1754	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Wallbacteria;c_UBA9980;o_UBA9980
o_J063	0	0	20.3406	26.675	7.2734	30.6554	34.4048	0	14.2706	0	0	0	0	11.8358	0	d_Bacteria;p_Tectomicrobia;c_Entotheonellia;o_J063
o_Sphaerochaetales	0	50.1021	0	0	14.7973	0	0	0	0	0	0	0	0	57.8277	21.0067	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Sphaerochaetales
o_Unclassified_c_UBA9042	10.5693	66.522	11.0835	0	0	0	13.2189	0	9.6368	23.1602	0	0.4885	3.3141	0	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_Unclassified_c_UBA9042
o_Borreliales	0	0	0	136.7919	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Borreliales
o_UBA5177	0	0	100.3686	0	0	9.4541	12.1262	0	0	0	0	0	0	9.7337	4.7143	d_Bacteria;p_Chloroflexota;c_UBA5177;o_UBA5177
o_JACRHL01	0	0	0	20.5103	0	17.6781	22.6746	0	0	0	0	0	0	72.8041	0	d_Bacteria;p_Nitrospirota;c_JACRHL01;o_JACRHL01
o_UMGS1840	0	0	0	0	21.9086	23.0846	0	0	14.3283	0	0	0	0	71.3021	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_UMGS1840
o_Spirochaetales A	0	0	0	12.1259	0	10.4515	0	0	0	0	0	0	0	107.6061	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Spirochaetales A
o_DRWM01	0	0	15.2065	0	0	114.5885	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_DRWM01
o_GCA-2729495	16.9426	0	77.5208	0	0	0	11.7073	4.3017	5.6653	0	0	13.4562	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_GCA-2729495
o_VBWC01	0	0	30.3034	46.3636	0	34.2527	7.3223	0	3.5434	0	0	0	0	5.8776	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_VBWC01
o_Silvanigrellales	0	0	0	0	0	9.0236	10.4443	0	0	0	10.9367	2.5726	13.0887	75.9468	2.0387	d_Bacteria;p_Bdellovibrionota;c_Oligoflexia;o_Silvanigrellales
o_DTOW01	0	0	33.7319	12.2879	20.1032	0	13.5846	0	0	0	0	0	0	43.6176	0	d_Bacteria;p_Spirochaetota;c_Brevinematia;o_DTOW01
o_Thiotrichales	0	0	0	0	0	0	0	0	70.613	50.6928	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales
o_Puniceispirillales	0	0	0	0	0	22.2216	85.5067	0	0	0	0	10.218	0	0	0.9439	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales
o_SLAD01	0	0	0	0	0	0	0	0	0	0	0	0	0	118.1811	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_SLAD01
o_FW602-bin16	0	0	10.6735	93.3154	0	0	12.8953	0	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_FW602-bin16
o_Thermotogales	0	0	0	0	0	0	0	0	0	0	107.0667	9.5957	0	0	0	d_Bacteria;p_Thermotogota;c_Thermotogae;o_Thermotogales
o_UBA5377	57.4842	6.9634	20.8617	0	0	0	8.3383	0	17.6216	2.4139	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_UBA5377;o_UBA5377
o_Propionisporales	3.0509	0	7.7313	0	0	0	0	71.2051	0	3.357	17.8345	0.6815	8.6097	0	0.8923	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Propionisporales
o_GCA-2716485	0	0	0	0	22.5659	0	60.9948	0	29.5163	0	0	0	0	0	0	d_Bacteria;p_Margulisbacteria;c_Marinamargulisbacteria;o_GCA-2716485
o_JAAYEA01	73.6131	0	0	0	0	21.8139	0	17.6212	0	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_JAAYEA01
o_Rokubacteriales	0	0	11.8789	0	0	0	14.3517	0	20.835	58.1675	0	0	0	0	7.7088	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Rokubacteriales
o_NMUJ01	0	0	22.3387	12.2064	0	31.5625	0	0	0	0	0	0	0	43.3281	0	d_Bacteria;p_WOR-3;c_UBA3073;o_NMUJ01
o_GBS-1	10.6629	50.7679	8.3863	0	0	0	20.264	0	9.8061	5.8664	0	0.7393	0	0	0	d_Bacteria;p_Synergistota;c_GBS-1;o_GBS-1
o_GCA-2401425	0	0	0	0	0	0	12.7338	0	0	0	0	0	0	91.9931	0	d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_GCA-2401425
o_JAEULF01	0	0	0	25.6617	0	0	28.3697	0	27.457	0	0	0	0	22.7724	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_JAEULF01
o_Alicyclobacillales	0	0	0	0	0	0	0	0	0	0	52.53	0	51.5887	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Alicyclobacillales
o_UBA4664	0	0	0	0	91.5308	0	0	0	0	0	0	2.0829	0	7.6382	0.3848	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_UBA4664
o_CAIXZC01	0	0	29.6973	0	0	0	71.7586	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_CAIXZC01
o_WYAZ01	0	0	0	0	53.8565	0	29.1145	4.584	0	0	0	1.0622	0	11.6851	0.2944	d_Bacteria;p_Myxococcota;c_WYAZ01;o_WYAZ01
o_UBA3505	0	34.417	0	0	0	0	61.819	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA3505
o_RBG-16-71-46	0	0	0	0	22.6793	0	0	0	0	70.9869	0	0	0	0	0.3099	d_Bacteria;p_Eisenbacteria;c_RBG-16-71-46;o_RBG-16-71-46
o_Abditibacteriales	0	0	0	0	0	91.0129	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_Abditibacteria;o_Abditibacteriales
o_D8A-2	0	0	0	0	0	0	0	1.9304	0	0	0	0	8.7712	0	78.4439	d_Bacteria;p_Firmicutes E;c_DTU015;o_D8A-2
o_Unclassified_c_Thermoleophilia	0	0	0	0	47.2584	0	0	0	0	0	0	0	15.8069	25.6339	0	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Unclassified_c_Thermoleophilia
o_Thermobaculales	0	0	28.5767	0	8.5154	17.945	0	0	33.4146	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Thermobaculales
o_CACIAM-22H2	0	0	0	0	0	0	0	0	0	0	0	54.2411	0	0	33.2226	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_CACIAM-22H2
o_16-39-46	16.544	0	0	0	69.7914	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_16-39-46
o_4572-78	0	0	0	0	0	0	0	0	86.1788	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_4572-78
o_Ferrovibrionales	0	0	0	0	0	0	18.5394	0	0	0	0	0	0	14.8817	51.1228	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Ferrovibrionales
o_JADFXK01	0	0	11.1693	48.8254	0	21.0417	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_JADFXK01;o_JADFXK01
o_Aneurinibacillales	0	0	0	0	0	0	0	78.3964	0	0	0	1.3624	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Aneurinibacillales
o_MPNO01	0	75.743	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_MPNO01
o_2-12-FULL-45-22	0	0	24.8697	0	0	0	0	0	0	0	0	0	0	48.2372	0	d_Bacteria;p_Nitrospinota B;c_2-12-FULL-45-22;o_2-12-FULL-45-22
o_Dormibacterales	0	0	0	0	33.5552	0	0	0	0	0	0	2.9401	0	0	35.24	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_Dormibacterales
o_Syntrophobacterales	0	0	0	0	0	0	0	0	70.4866	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Syntrophobacteria;o_Syntrophobacterales
o_DY22613	0	0	0	0	35.122	0	0	0	34.4548	0	0	0	0	0	0	d_Bacteria;p_Firmicutes F;c_Halanaerobiia;o_DY22613
o_DTU010	0	0	0	0	0	0	0	18.38	0	50.6928	0	0	0	0	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_DTU010
o_UBA2968	6.8288	0	0	0	38.41	0	0	0	0	0	0	0	0	20.8344	0	d_Bacteria;p_Latescibacterota;c_UBA2968;o_UBA2968
o_Acidoferrales	0	65.7253	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidoferrales
o_2-01-FULL-45-10	0	65.514	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Omnitrophota;c_Koll11;o_2-01-FULL-45-10
o_KS3-K002	31.0851	0	0	0	21.8556	0	0	0	0	0	0	0	0	11.8549	0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_KS3-K002
o_UBA7976	0	0	33.2141	0	0	31.2857	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_UBA7976
o_UBA1406	0	0	0	0	0	63.6887	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1406
o_CAIMUX01	0	0	62.8449	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Eisenbacteria;c_RBG-16-71-46;o_CAIMUX01
o_UBA6911	0	0	0	0	0	20.1501	0	0	0	0	0	0	0	41.4922	0	d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911
o_Geothermincolales	0	0	0	0	0	0	0	0	10.0738	0	0	0	0	50.1305	0	d_Bacteria;p_Actinobacteriota;c_Geothermincolia;o_Geothermincolales
o_JAFGHX01	0	0	0	28.6364	0	0	21.1055	0	10.2132	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_JAFGHX01
o_UBA1369	0	0	0	0	0	0	0	0	0	0	0	2.5287	51.4623	0	5.6064	d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_UBA1369
o_Ch128b	0	0	0	0	0	0	22.6746	12.8261	0	0	2.369	1.486	0	18.201	0.2059	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_Ch128b
o_Acidiferrobacterales	18.0311	0	0	0	25.3549	13.3579	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Acidiferrobacterales
o_Tepidiformales	0	0	0	0	10.3276	0	0	0	0	16.1629	0	0	0	30.0373	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Tepidiformales
o_UBA6186	0	0	0	0	0	0	0	0	56.1146	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA6186
o_UBA10025	26.3076	0	0	0	0	0	0	0	0	0	3.8772	0	24.7469	0	1.011	d_Bacteria;p_Patescibacteria;c_ABY1;o_UBA10025
o_UBA8248	0	0	0	0	0	0	0	0	54.4357	0	0	0	0	0	0	d_Bacteria;p_UBA8248;c_UBA8248;o_UBA8248
o_ATCC43930	0	0	0	0	0	0	9.6055	0	0	5.5616	0	38.7385	0	0	0.4653	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_ATCC43930
o_DSM-27196	0	0	0	0	49.9613	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_DSM-27196
o_J045	0	0	0	0	0	0	0	0	0	45.8649	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Mor1;o_J045
o_DG-27	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5449	0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_DG-27
o_UBA8260	0	0	0	0	0	0	23.7334	0	0	0	0	0	0	0	19.5508	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_UBA8260
o_JACPTQ01	7.5518	0	0	0	0	0	0	0	0	0	0	0	28.4153	0	6.6749	d_Bacteria;p_Myxococcota;c_JACPTQ01;o_JACPTQ01
o_Palsa-1439	0	0	0	0	0	0	0	0	41.5722	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Palsa-1439
o_Dongiales	0	0	0	0	0	0	0	0	0	0	0	41.0631	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Dongiales
o_UBA1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0567	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_UBA1565
o_Kiritimatiellales	5.2273	0	0	0	14.7009	0	0	0	0	0	0	16.6713	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_Kiritimatiellales
o_Unclassified_c_Negativicutes	0	0	0	0	0	0	9.186	1.4463	0	0	14.2474	4.3567	2.2734	3.6868	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Unclassified_c_Negativicutes
o_UBA2241	0	0	0	0	0	0	0	0	22.7632	0	0	0	0	0	8.8779	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_UBA2241
o_CPR3	0	15.1825	0	0	0	0	0	0	0	15.7896	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_CPR3;o_CPR3
o_Proteinivoracales	0	0	0	0	0	8.8227	0	0	21.9045	0	0	0	0	0	0	d_Bacteria;p_Firmicutes D;c_Proteinivoracia;o_Proteinivoracales
o_JAFGEY01	0	0	0	0	0	0	0	9.8904	0	0	13.1528	1.375	6.2186	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_JAFGEY01
o_NPL-UPA2	0	0	0	0	0	15.0013	0	0	0	0	0	0	0	15.445	0	d_Bacteria;p_NPL-UPA2;c_NPL-UPA2;o_NPL-UPA2
o_Acidaminococcales	0	0	0	0	0	0	0	0	0	0	0	0	23.7726	0	6.3127	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Acidaminococcales
o_Gp22-AA2	0	0	13.7189	0	0	0	0	0	16.0414	0	0	0	0	0	0	d_Bacteria;p_Acidobacteriota;c_Mor1;o_Gp22-AA2
o_Aerophobales	0	0	0	0	29.6919	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Aerophobota;c_Aerophobia;o_Aerophobales
o_Caldicellulosiruptorales	0	0	0	0	0	0	0	0	0	0	22.1882	3.3213	0	0	3.7661	d_Bacteria;p_Firmicutes A;c_Thermoanaerobacteria;o_Caldicellulosiruptorales
o_Granulosicoccales	0	0	0	0	0	0	0	0	0	0	0	28.3898	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Granulosicoccales
o_Desulfobaccales	0	0	28.2041	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobaccia;o_Desulfobaccales
o_UBA2242	0	0	0	0	0	0	26.87	0	0	0	0	0	0	0	0	d_Bacteria;p_Marinisomatota;c_UBA2242;o_UBA2242
o_UBA6615	0	0	0	0	0	0	0	0	0	0	0	1.4553	11.3182	0	12.5012	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_UBA6615
o_Unclassified_c_Marinisomatia	25.2719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_Unclassified_c_Marinisomatia
o_Acidothermales	0	0	0	0	0	0	0	0	5.0542	0	0	3.8104	5.1697	0	9.5039	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Acidothermales
o_J137	0	0	0	0	0	0	0	0	0	0	0	22.2864	0	0	0.5615	d_Bacteria;p_Patescibacteria;c_Dojkabacteria;o_J137
o_UBA4971	7.6055	0	0	0	0	0	14.4537	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes G;c_SHA-98;o_UBA4971
o_JADFCT01	0	0	0	0	8.3732	0	11.3163	0	0	0	0	0	0	0	0	d_Bacteria;p_Sumerlaeota;c_Sumerlaeia;o_JADFCT01
o_Petrotogales	0	0	0	0	0	0	0	0	0	0	0	0.935	12.6854	0	5.1694	d_Bacteria;p_Thermotogota;c_Thermotogae;o_Petrotogales
o_Endomicrobiales	0	0	0	0	0	0	0	3.488	0	0	13.4574	0	0	0	0	d_Bacteria;p_Elusimicrobiota;c_Endomicrobia;o_Endomicrobiales
o_UBA5794	0	0	0	0	0	0	0	0	0	0	0	0.4255	0	0	15.0484	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_UBA5794
o_Leptospirillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9852	d_Bacteria;p_Nitrospirota A;c_Leptospirillia;o_Leptospirillales
o_Chrysiogenales	0	0	0	0	0	0	10.7196	0	0	0	0	0	0	0	3.0347	d_Bacteria;p_Chrysiogenota;c_Chrysiogenetes;o_Chrysiogenales
o_UBA6077	0	0	0	0	0	0	0	0	0	0	0	0	4.0799	0	8.1671	d_Bacteria;p_Chloroflexota;c_UBA6077;o_UBA6077
o_SHWA01	0	0	0	0	0	0	10.7765	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SHWA01
o_21-64-14	0	0	0	0	0	0	0	0	0	0	0	10.5508	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_21-64-14
o_Thermoanaerobaculales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2075	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Thermoanaerobaculales
o_Veillonellales	0	0	0	0	0	0	0	0	0	0	0	1.6731	0	0	8.0018	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Veillonellales
o_UBA4068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5766	d_Bacteria;p_Firmicutes B;c_Dehalobacteriia;o_UBA4068
o_Sporomusales	0	0	0	0	0	0	0	0	0	0	0	7.0804	0	0	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Sporomusales
o_DRI-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.539	d_Bacteria;p_Firmicutes B;c_Peptococcia;o_DRI-13
o_Thermosediminibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1672	d_Bacteria;p_Firmicutes A;c_Thermosediminibacteria;o_Thermosediminibacterales
o_UBA2963	0	0	0	0	0	0	0	0	6.0858	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA2963
o_Unclassified_c_Elusimicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8967	d_Bacteria;p_Elusimicrobiota;c_Elusimicrobia;o_Unclassified_c_Elusimicrobia
o_Baltobacterales	0	0	0	0	0	0	0	0	0	0	0	5.6574	0	0	0	d_Bacteria;p_Eremiobacterota;c_Eremiobacteria;o_Baltobacterales
o_Gp7-AA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8901	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Gp7-AA8
o_UBA11654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4554	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA11654
o_Piscirickettsiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1936	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Piscirickettsiales
o_SMXS01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.181	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SMXS01
o_Izemoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1743	d_Bacteria;p_Firmicutes;c_Bacilli;o_Izemoplasmatales
o_Bin65	0	0	0	0	0	0	0	0	0	0	0	2.7557	0	0	0.3819	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Bin65
o_DSM-16000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0733	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_DSM-16000
o_Unclassified_p_Desulfobacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0643	d_Bacteria;p_Desulfobacterota;c_Unclassified_p_Desulfobacterota;o_Unclassified_p_Desulfobacterota
o_Unclassified_c_Halanaerobiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.057	d_Bacteria;p_Firmicutes F;c_Halanaerobiia;o_Unclassified_c_Halanaerobiia
o_Ch29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0413	d_Bacteria;p_Firmicutes A;c_Ch29;o_Ch29
o_Caldicoprobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8876	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Caldicoprobacterales
o_TC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7613	d_Bacteria;p_Firmicutes B;c_TC1;o_TC1
o_DUMP01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0672	d_Bacteria;p_DTU030;c_DTU030;o_DUMP01
