family	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
f_Saccharofermentanaceae	0	0	0	11	2	2	3	0	3	0	0	0	0	5	30	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales;f_Saccharofermentanaceae
f_Unclassified_o_Coriobacteriales	1	0	0	0	0	0	0	2	0	1	19	0	2	0	31	d_Bacteria;p_Actinobacteriota;c_Coriobacteriia;o_Coriobacteriales;f_Unclassified_o_Coriobacteriales
f_Porphyromonadaceae	1	0	0	0	0	1	0	0	0	5	2	2	2	0	43	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae
f_Frankiaceae	2	2	2	0	1	0	0	0	0	3	0	0	0	0	46	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Frankiaceae
f_UBA10450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450
f_GCA-2863065	0	0	6	7	0	0	0	0	0	0	0	0	0	1	42	d_Bacteria;p_Myxococcota;c_UBA9042;o_GCA-2863065;f_GCA-2863065
f_ARS1013	0	0	10	16	2	13	4	0	2	0	0	0	0	9	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_ARS1013
f_PWTM01	0	0	10	13	2	10	1	0	10	0	0	0	0	10	0	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_PWTM01;f_PWTM01
f_Rikenellaceae	0	0	4	17	3	1	3	0	2	0	0	0	1	8	16	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae
f_Immundisolibacteraceae	9	6	0	0	5	0	0	21	4	10	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Immundisolibacterales;f_Immundisolibacteraceae
f_Caldicellulosiruptoraceae	0	0	0	0	0	0	0	0	0	0	44	7	0	0	4	d_Bacteria;p_Firmicutes A;c_Thermoanaerobacteria;o_Caldicellulosiruptorales;f_Caldicellulosiruptoraceae
f_GLO-3	0	0	12	6	3	4	9	0	13	0	0	0	0	8	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_GLO-3
f_WCHB1-69	3	2	1	3	8	0	9	11	4	0	2	1	0	8	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_WCHB1-69
f_Unclassified_p_Verrucomicrobiota	15	3	16	7	0	0	0	0	2	2	0	0	0	9	0	d_Bacteria;p_Verrucomicrobiota;c_Unclassified_p_Verrucomicrobiota;o_Unclassified_p_Verrucomicrobiota;f_Unclassified_p_Verrucomicrobiota
f_Balneolaceae	0	0	6	8	1	0	2	0	1	0	0	24	0	12	0	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Balneolales;f_Balneolaceae
f_UBA8231	0	0	13	3	0	10	16	0	2	0	0	0	0	9	0	d_Bacteria;p_Latescibacterota;c_UBA2968;o_UBA8231;f_UBA8231
f_Eremiobacteraceae	0	0	0	5	0	0	0	0	0	0	0	1	0	0	47	d_Bacteria;p_Eremiobacterota;c_Eremiobacteria;o_Eremiobacterales;f_Eremiobacteraceae
f_CAJQPC01	1	0	0	16	6	7	6	0	11	0	0	0	0	5	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_CAJQPC01
f_Acidothermaceae	0	0	0	0	0	0	0	0	1	0	0	5	1	0	45	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Acidothermales;f_Acidothermaceae
f_Acetivibrionaceae	0	0	0	0	0	0	0	4	0	0	1	0	5	0	42	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Acetivibrionales;f_Acetivibrionaceae
f_Leptospirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	d_Bacteria;p_Nitrospirota A;c_Leptospirillia;o_Leptospirillales;f_Leptospirillaceae
f_UBA10324	0	0	9	18	3	7	1	0	0	0	0	0	0	14	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_UBA10324
f_Anaeromyxobacteraceae	0	0	10	15	5	0	3	0	4	0	0	0	0	15	0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Anaeromyxobacteraceae
f_UBA8477	0	0	2	11	3	8	0	0	19	0	1	0	0	7	0	d_Bacteria;p_Marinisomatota;c_UBA8477;o_UBA8477;f_UBA8477
f_Unclassified_o_Pedosphaerales	0	0	8	14	0	17	7	0	2	0	0	0	0	2	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_Unclassified_o_Pedosphaerales
f_JACQUR01	0	0	0	0	0	0	0	0	0	0	0	0	1	0	49	d_Bacteria;p_Chloroflexota;c_UBA6077;o_UBA6077;f_JACQUR01
f_Jeotgalibacillaceae	0	0	0	0	0	0	0	17	0	0	10	0	1	0	22	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_Jeotgalibacillaceae
f_Dehalobacteriaceae	0	0	0	0	0	0	0	45	0	0	1	1	2	0	1	d_Bacteria;p_Firmicutes B;c_Dehalobacteriia;o_Dehalobacteriales;f_Dehalobacteriaceae
f_UBA9579	0	0	7	3	4	12	11	5	1	0	0	0	0	7	0	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Gastranaerophilales;f_UBA9579
f_Tenuifilaceae	0	0	13	10	1	13	5	0	2	0	0	0	0	6	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tenuifilaceae
f_Endomicrobiaceae	0	0	0	0	0	0	0	3	0	0	47	0	0	0	0	d_Bacteria;p_Elusimicrobiota;c_Endomicrobia;o_Endomicrobiales;f_Endomicrobiaceae
f_Spirulinaceae	1	0	4	8	5	10	1	0	0	0	0	0	0	21	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Spirulinaceae
f_UBA6777	0	0	15	0	0	11	11	0	6	0	0	0	0	7	0	d_Bacteria;p_Myxococcota;c_UBA6777;o_UBA6777;f_UBA6777
f_Nitrospiraceae	0	0	8	3	5	17	4	0	9	0	0	0	0	3	0	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae
f_Gloeobacteraceae	0	0	10	17	0	4	1	0	3	0	0	0	0	14	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Gloeobacterales;f_Gloeobacteraceae
f_Desulfocapsaceae	4	0	6	4	1	2	4	0	10	0	0	0	0	4	13	d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales;f_Desulfocapsaceae
f_UBA7430	0	0	18	5	2	12	2	0	5	0	1	0	0	3	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_UBA7430
f_Cyanobacteriaceae	0	0	23	10	0	1	13	0	0	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Cyanobacteriaceae
f_Psychrobiaceae	0	0	22	11	0	4	0	0	4	0	0	0	0	6	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Psychrobiaceae
f_Paludibacteraceae	0	0	3	0	3	16	1	19	0	0	0	0	0	3	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae
f_DTU080	2	0	13	6	4	8	2	0	10	0	0	0	0	2	0	d_Bacteria;p_Firmicutes G;c_Limnochordia;o_DTU080;f_DTU080
f_Emcibacteraceae	0	0	7	7	3	10	1	1	15	0	0	0	0	3	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Emcibacteraceae
f_UBA8530	1	0	9	7	2	13	0	0	15	0	0	0	0	0	0	d_Bacteria;p_Cyanobacteria;c_Sericytochromatia;o_S15B-MN24;f_UBA8530
f_RAAP-2	0	0	8	5	1	17	2	0	4	0	0	0	0	10	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_RAAP-2
f_SYDY01	7	10	3	0	9	0	3	0	2	10	0	2	0	1	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_XYA12-FULL-58-9;f_SYDY01
f_Geopsychrobacteraceae	0	0	12	0	4	14	4	0	1	0	0	0	0	11	0	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Desulfuromonadales;f_Geopsychrobacteraceae
f_NORP154	0	0	0	1	1	3	0	0	5	0	0	1	0	9	26	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_NORP154
f_XYA12-FULL-58-9	0	0	3	24	6	2	3	0	7	0	0	0	0	1	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_XYA12-FULL-58-9;f_XYA12-FULL-58-9
f_Desulfomicrobiaceae	0	0	1	2	0	14	7	0	14	0	0	4	0	4	0	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfomicrobiaceae
f_JACRJZ01	0	0	12	3	3	10	4	0	5	0	0	0	0	9	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_JACRJZ01
f_Unclassified_o_Gemmatimonadales	0	0	9	9	0	9	5	0	4	0	0	0	0	10	0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_Unclassified_o_Gemmatimonadales
f_UBA6623	6	13	1	1	8	1	3	0	1	9	0	0	0	3	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Bryobacterales;f_UBA6623
f_Wenzhouxiangellaceae	2	1	19	3	1	0	9	0	7	0	0	0	0	3	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Wenzhouxiangellaceae
f_Bdellovibrionaceae	1	0	6	3	8	4	1	0	7	1	0	1	0	13	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia;o_Bdellovibrionales;f_Bdellovibrionaceae
f_Ozemobacteraceae	9	4	4	7	3	5	2	0	5	0	0	0	1	0	5	d_Bacteria;p_Riflebacteria;c_Ozemobacteria;o_Ozemobacterales;f_Ozemobacteraceae
f_Unclassified_o_CSP1-3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	43	d_Bacteria;p_CSP1-3;c_CSP1-3;o_CSP1-3;f_Unclassified_o_CSP1-3
f_P2-11E	6	7	4	0	5	1	9	0	8	3	0	0	0	2	0	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_P2-11E;f_P2-11E
f_Acidihalobacteraceae	0	0	6	2	2	14	11	0	3	0	0	0	0	7	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Ectothiorhodospirales;f_Acidihalobacteraceae
f_DSM-8532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Acetivibrionales;f_DSM-8532
f_D37C17	0	1	14	12	3	1	9	1	0	0	0	2	0	1	0	d_Bacteria;p_Marinisomatota;c_Marinisomatia;o_SCGC-AAA003-L08;f_D37C17
f_GBS-DC	0	0	10	0	1	11	3	0	18	0	0	0	0	1	0	d_Bacteria;p_Armatimonadota;c_Fimbriimonadia;o_Fimbriimonadales;f_GBS-DC
f_JACPHY01	0	0	4	13	0	19	0	0	8	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_ABY1;o_JACPHY01;f_JACPHY01
f_Diplorickettsiaceae	0	0	8	13	4	4	4	0	1	0	0	0	0	10	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Diplorickettsiales;f_Diplorickettsiaceae
f_Ardenticatenaceae	0	0	10	16	3	10	0	0	1	0	0	0	0	4	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Ardenticatenales;f_Ardenticatenaceae
f_GWA2-32-17	0	0	8	15	2	8	2	0	2	0	0	0	0	5	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_GWA2-32-17
f_W3P20-009	0	0	0	0	0	0	0	30	0	0	3	3	5	0	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_W3P20-009
f_RAOX-1	0	0	0	0	0	0	0	40	0	0	0	3	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Aneurinibacillales;f_RAOX-1
f_UBA12015	0	8	0	0	0	1	0	0	19	15	0	0	0	0	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA12015;f_UBA12015
f_UBA6098	0	0	8	14	0	12	3	0	3	0	0	0	0	3	0	d_Bacteria;p_UBP14;c_UBA6098;o_UBA6098;f_UBA6098
f_2-02-FULL-58-16 A	0	0	7	9	1	12	4	0	5	0	0	0	0	5	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_2-02-FULL-58-16 A
f_GCA-2729495	4	0	8	0	0	0	1	2	1	0	0	27	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_GCA-2729495;f_GCA-2729495
f_Unclassified_c_Acidobacteriae	0	0	1	6	0	0	1	0	0	0	0	33	0	0	2	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Unclassified_c_Acidobacteriae;f_Unclassified_c_Acidobacteriae
f_ML635J-15	0	0	1	0	5	18	1	0	4	0	0	0	0	13	1	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_ML635J-15
f_UBA9464	0	5	2	5	5	0	3	0	3	9	0	2	0	8	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_UBA9464
f_Desulfobulbaceae	6	5	0	0	3	0	0	0	12	7	0	9	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobulbia;o_Desulfobulbales;f_Desulfobulbaceae
f_Izemoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	d_Bacteria;p_Firmicutes;c_Bacilli;o_Izemoplasmatales;f_Izemoplasmataceae
f_Desulfococcaceae	1	0	1	14	2	15	4	0	5	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulfococcaceae
f_SLTJ01	0	0	11	10	0	11	1	0	1	0	0	0	0	8	0	d_Bacteria;p_Firmicutes B;c_Moorellia;o_Moorellales;f_SLTJ01
f_GCA-2712585	1	0	11	12	1	7	6	0	1	0	0	0	0	3	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3495;f_GCA-2712585
f_JAADJA01	0	0	2	15	1	6	3	0	0	0	1	0	0	12	2	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_JAADJA01
f_JABJBS01	3	1	2	7	7	9	1	0	0	2	0	0	0	10	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_XYA12-FULL-58-9;f_JABJBS01
f_Neiellaceae	0	0	0	0	0	0	0	0	0	0	0	39	0	0	3	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Neiellaceae
f_Im1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	40	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Im1
f_GCA-002748415	4	2	0	0	0	0	0	0	5	1	0	2	1	0	26	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_GCA-002748415
f_Kapabacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	7	0	34	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales;f_Kapabacteriaceae
f_JAEUOS01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_JAEUOS01
f_Sandaracinaceae	0	0	0	3	2	16	0	0	2	0	0	0	0	18	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Sandaracinaceae
f_Chloroflexaceae	2	0	2	6	0	21	3	0	0	0	0	0	0	6	0	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Chloroflexales;f_Chloroflexaceae
f_UBA12405	1	6	0	0	8	0	3	0	13	2	0	2	0	1	3	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA12405;f_UBA12405
f_Ammonificaceae	0	0	9	14	4	7	1	0	0	0	0	0	0	4	0	d_Bacteria;p_Firmicutes B;c_Desulfotomaculia;o_Ammonifexales;f_Ammonificaceae
f_UBA6935	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018;f_UBA6935
f_JADFXB01	0	0	2	10	2	6	6	1	2	0	0	0	0	10	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_JADFXB01
f_Enterobacteriaceae A	0	0	6	12	1	6	10	0	0	0	0	0	0	4	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales A;f_Enterobacteriaceae A
f_X112	0	0	5	0	4	9	3	0	2	0	0	0	0	16	0	d_Bacteria;p_Patescibacteria;c_JAEDAM01;o_Absconditabacterales;f_X112
f_Azobacteroidaceae	0	0	0	0	0	0	0	1	0	0	0	38	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Azobacteroidaceae
f_JAHJDS01	0	0	5	9	2	5	7	0	2	0	0	0	0	9	0	d_Bacteria;p_Desulfobacterota;c_Desulfarculia;o_Desulfarculales;f_JAHJDS01
f_UBA8260	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_UBA8260;f_UBA8260
f_Desulfarculaceae	2	0	4	11	1	5	6	0	2	0	0	0	0	7	0	d_Bacteria;p_Desulfobacterota;c_Desulfarculia;o_Desulfarculales;f_Desulfarculaceae
f_Anaerobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Anaerobacillaceae
f_UBA10185	5	0	0	0	0	0	0	0	3	5	0	0	0	0	25	d_Bacteria;p_Patescibacteria;c_WWE3;o_UBA101185;f_UBA10185
f_Kiloniellaceae	0	0	10	10	0	10	7	0	0	0	0	0	0	1	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Kiloniellales;f_Kiloniellaceae
f_JAEUJZ01	0	0	0	1	4	6	11	0	5	0	0	0	0	11	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104;f_JAEUJZ01
f_Eubacteriaceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	36	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Eubacteriales;f_Eubacteriaceae
f_VENL01	0	0	0	0	0	0	0	31	0	0	1	0	4	1	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_VENL01
f_CAIMNF01	0	0	5	15	1	0	4	0	2	0	0	0	0	10	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018;f_CAIMNF01
f_Zgenome-0027	0	0	14	2	0	11	0	0	1	0	0	0	0	8	1	d_Bacteria;p_KSB1;c_UBA2214;o_UBA2214;f_Zgenome-0027
f_JAFGEY01	0	0	0	0	0	0	0	5	0	0	27	3	2	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_JAFGEY01;f_JAFGEY01
f_GCA-2747515	0	0	0	0	0	0	0	12	0	0	25	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Moranbacterales;f_GCA-2747515
f_J063	0	0	5	6	2	8	7	0	6	0	0	0	0	3	0	d_Bacteria;p_Tectomicrobia;c_Entotheonellia;o_J063;f_J063
f_Geobacteraceae	4	3	3	0	5	2	4	0	2	2	0	3	0	8	0	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales;f_Geobacteraceae
f_Silvanigrellaceae	0	0	0	0	0	1	1	0	0	0	16	4	3	7	4	d_Bacteria;p_Bdellovibrionota;c_Oligoflexia;o_Silvanigrellales;f_Silvanigrellaceae
f_Bernardetiaceae	3	0	5	2	10	0	9	1	0	2	1	1	1	1	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Bernardetiaceae
f_Pelotomaculaceae	0	0	6	19	0	1	2	3	3	0	0	0	0	2	0	d_Bacteria;p_Firmicutes B;c_Desulfotomaculia;o_Desulfotomaculales;f_Pelotomaculaceae
f_UBA4486	0	0	4	5	1	10	9	0	7	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_UBA4486;f_UBA4486
f_Magnetomoraceae	13	15	0	0	0	0	0	0	2	5	0	0	1	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Magnetomoraceae
f_J137	0	0	0	0	0	0	0	0	0	0	0	33	0	0	3	d_Bacteria;p_Patescibacteria;c_Dojkabacteria;o_J137;f_J137
f_SHVW01	0	0	1	10	0	9	4	0	10	0	0	0	0	2	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SHVW01;f_SHVW01
f_JADJQN01	3	5	2	0	1	0	1	0	1	22	0	0	0	1	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_JADJQN01
f_Acidithiobacillaceae	0	0	0	0	2	0	7	0	0	0	1	25	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Acidithiobacillales;f_Acidithiobacillaceae
f_BMS3Bbin11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Arenicellales;f_BMS3Bbin11
f_JAGDMS01	0	0	10	20	1	4	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_HRBIN30;f_JAGDMS01
f_UBA11579	0	0	8	1	2	0	8	3	1	0	0	0	0	12	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_UBA11579
f_Oligoflexaceae	0	0	11	6	5	2	5	0	1	0	0	0	0	5	0	d_Bacteria;p_Bdellovibrionota;c_Oligoflexia;o_Oligoflexales;f_Oligoflexaceae
f_UBA10329	0	0	7	11	1	8	1	0	0	0	0	0	0	7	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_UBA10329
f_UBA3088	0	0	4	12	3	2	6	0	8	0	0	0	0	0	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_UBA3088;f_UBA3088
f_Unclassified_o_Chitinivibrionales	0	0	6	1	0	10	6	0	7	0	3	0	1	1	0	d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales;f_Unclassified_o_Chitinivibrionales
f_DT-91	2	0	0	5	2	15	5	0	4	0	0	0	0	2	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_DT-91
f_JAEEML01	0	0	0	18	0	8	6	0	1	0	0	0	0	2	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_JAEEML01;f_JAEEML01
f_Methylomirabilaceae	0	0	1	6	2	5	4	0	6	0	0	0	0	10	1	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Methylomirabilales;f_Methylomirabilaceae
f_YD0425bin50	0	0	11	0	3	8	4	0	3	0	0	0	0	6	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_YD0425bin50
f_Woeseiaceae	1	1	3	0	1	0	3	0	3	0	0	0	0	22	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Woeseiales;f_Woeseiaceae
f_JAFGIB01	0	0	0	18	8	4	1	0	1	0	0	0	0	2	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_JAFGIB01
f_UBA4473	0	0	23	0	0	5	6	0	0	0	0	0	0	0	0	d_Bacteria;p_Patescibacteria;c_Gracilibacteria;o_UBA4473;f_UBA4473
f_Nanoperiomorbaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanoperiomorbaceae
f_Actinopolymorphaceae	20	0	0	0	0	0	0	4	0	0	0	0	0	0	10	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Actinopolymorphaceae
f_Saccharimonadaceae	0	0	0	0	0	0	0	0	1	2	0	1	1	0	29	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Saccharimonadaceae
f_Xenobiaceae	0	0	1	13	0	2	1	0	0	0	0	0	0	17	0	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales;f_Xenobiaceae
f_GCA-2715965	0	0	14	1	0	5	0	0	1	0	0	0	0	13	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_GCA-2715965
f_Granulosicoccaceae	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Granulosicoccales;f_Granulosicoccaceae
f_Unclassified_c_Blastocatellia	0	0	3	11	0	15	1	0	0	0	0	0	0	4	0	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Unclassified_c_Blastocatellia;f_Unclassified_c_Blastocatellia
f_SZUA-21	3	1	4	0	8	0	13	0	0	0	0	1	0	2	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_SZUA-21;f_SZUA-21
f_Unclassified_o_Mycoplasmatales	0	0	0	0	1	0	1	4	0	4	0	19	3	0	1	d_Bacteria;p_Firmicutes;c_Bacilli;o_Mycoplasmatales;f_Unclassified_o_Mycoplasmatales
f_UBA4248	1	0	0	0	18	9	0	0	0	0	0	1	0	3	1	d_Bacteria;p_Myxococcota;c_Bradymonadia;o_UBA4248;f_UBA4248
f_UBA953	5	3	2	0	7	0	1	4	3	3	1	2	0	2	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_UBA953
f_Rhodospirillaceae	0	0	0	0	0	0	0	0	0	0	1	17	0	0	15	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae
f_AABM5-25-91	0	0	8	4	3	9	3	0	0	0	0	0	0	6	0	d_Bacteria;p_KSB1;c_UBA2214;o_AABM5-25-91;f_AABM5-25-91
f_CSP1-6	0	0	1	0	0	0	1	0	3	7	0	0	0	0	20	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Rokubacteriales;f_CSP1-6
f_Alkalibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Eubacteriales;f_Alkalibacteraceae
f_Thioalkalivibrionaceae	0	0	7	10	0	6	3	0	0	0	0	0	0	6	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Ectothiorhodospirales;f_Thioalkalivibrionaceae
f_2-01-FULL-56-20	0	0	1	1	0	7	1	0	0	0	0	0	0	22	0	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA6257;f_2-01-FULL-56-20
f_UBA2241	0	0	0	0	0	0	0	0	3	0	0	0	0	0	28	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_UBA2241;f_UBA2241
