order	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
o_Desulfobacterales	18	22	33	18	24	41	15	9	13	6	1	32	4	21	147	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales
o_Azospirillales	4	2	19	33	10	31	16	1	36	18	2	195	2	17	9	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Azospirillales
o_Treponematales	7	2	17	48	16	30	17	42	27	3	1	6	6	38	129	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales
o_Gemmatimonadales	38	31	43	40	5	29	27	0	20	24	0	16	0	30	70	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales
o_Bacillales G	8	14	32	50	15	52	19	0	52	18	0	0	0	34	74	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales G
o_Dormibacterales	0	0	0	0	2	0	0	0	0	0	0	8	0	0	346	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_Dormibacterales
o_Verrucomicrobiales	6	4	22	57	17	63	39	0	39	9	4	38	0	41	13	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales
o_Euzebyales	14	2	4	2	6	0	5	1	1	3	2	5	5	4	297	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Euzebyales
o_TANB77	0	0	5	0	2	0	0	87	0	0	25	1	7	1	201	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77
o_Sulfobacillales	7	0	78	50	7	61	21	0	65	0	0	0	0	39	1	d_Bacteria;p_Firmicutes E;c_Sulfobacillia;o_Sulfobacillales
o_Unclassified_c_Cyanobacteriia	12	17	32	44	14	54	34	0	70	11	1	1	3	22	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Unclassified_c_Cyanobacteriia
o_Desulfovibrionales	1	2	12	7	7	17	13	122	16	3	15	38	13	14	35	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales
o_RF39	0	0	12	9	2	12	8	33	6	0	87	5	11	10	118	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39
o_Ignavibacteriales	0	0	55	44	19	75	20	0	38	3	0	0	0	52	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_Ignavibacteriales
o_Aggregatilineales	2	0	54	25	16	45	20	0	31	2	0	7	3	39	60	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales
o_Synergistales	3	1	24	36	16	56	30	12	9	1	32	2	1	37	33	d_Bacteria;p_Synergistota;c_Synergistia;o_Synergistales
o_Beggiatoales	2	1	8	9	14	25	13	0	5	0	0	204	0	11	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Beggiatoales
o_Selenomonadales	0	0	1	8	2	0	0	3	12	0	6	252	3	4	0	d_Bacteria;p_Firmicutes C;c_Negativicutes;o_Selenomonadales
o_UBA2200	1	0	1	2	0	0	3	0	1	0	0	282	0	0	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA2200
o_Nevskiales	1	3	22	5	0	7	11	0	3	1	0	85	0	2	143	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales
o_Cardiobacteriales	0	2	5	0	1	0	16	15	15	1	116	55	10	4	41	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cardiobacteriales
o_Geobacterales	4	3	7	7	7	10	8	0	2	2	0	3	0	17	206	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales
o_Kapabacteriales	0	1	31	43	9	47	22	0	16	0	4	2	7	50	34	d_Bacteria;p_Bacteroidota;c_Kapabacteria;o_Kapabacteriales
o_Unclassified_c_Polyangia	26	29	26	41	12	32	36	0	30	9	1	0	0	16	1	d_Bacteria;p_Myxococcota;c_Polyangia;o_Unclassified_c_Polyangia
o_CACIAM-22H2	0	0	0	0	0	0	0	0	0	0	0	122	0	0	136	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_CACIAM-22H2
o_Saccharofermentanales	1	1	0	11	2	2	3	1	4	1	1	2	7	5	211	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales
o_UBA1018	7	1	10	22	9	8	12	0	2	2	0	127	0	10	38	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018
o_Rickettsiales	15	34	18	2	22	3	47	13	22	19	21	1	2	6	21	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales
o_PHBI01	2	1	40	26	13	38	19	0	18	3	2	0	0	81	1	d_Bacteria;p_Myxococcota;c_UBA9042;o_PHBI01
o_Nannocystales	3	4	54	27	8	57	25	0	18	12	2	0	0	31	1	d_Bacteria;p_Myxococcota;c_Polyangia;o_Nannocystales
o_Acidobacteriales	33	15	5	20	20	20	16	24	9	23	4	1	2	29	17	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Acidobacteriales
o_Thermotogales	0	0	0	0	0	0	0	0	0	0	202	22	0	0	0	d_Bacteria;p_Thermotogota;c_Thermotogae;o_Thermotogales
o_Promineofilales	6	7	20	31	15	12	4	0	5	4	2	0	7	13	95	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Promineofilales
o_Pelagibacterales	0	0	21	23	65	29	21	1	14	0	1	12	1	22	4	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Pelagibacterales
o_Holophagales	11	16	13	23	13	40	9	7	21	20	1	11	1	25	3	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales
o_Ferrovibrionales	0	0	0	0	0	0	1	0	0	0	0	0	0	1	206	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Ferrovibrionales
o_RF32	9	5	27	16	5	31	7	0	47	5	20	3	0	32	1	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_RF32
o_Brachyspirales	69	0	12	0	51	11	3	1	0	0	1	23	2	4	26	d_Bacteria;p_Spirochaetota;c_Brachyspirae;o_Brachyspirales
o_Paceibacterales	0	0	51	46	6	36	20	1	5	0	1	1	0	30	3	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_Paceibacterales
o_Chitinivibrionales	1	0	48	18	7	30	24	0	16	0	3	1	1	36	9	d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales
o_UBA5070	2	0	27	43	10	42	19	0	21	0	0	1	0	27	0	d_Bacteria;p_Fibrobacterota;c_Fibrobacteria;o_UBA5070
o_Rubrobacterales	1	0	5	7	4	1	1	0	2	0	0	3	0	11	156	d_Bacteria;p_Actinobacteriota;c_Rubrobacteria;o_Rubrobacterales
o_Competibacterales	2	0	17	9	2	17	10	0	3	0	0	70	1	12	47	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales
o_Mycoplasmatales	0	0	1	0	7	0	2	31	0	4	56	50	13	0	16	d_Bacteria;p_Firmicutes;c_Bacilli;o_Mycoplasmatales
o_Solirubrobacterales	1	3	0	0	0	2	0	0	4	0	0	98	0	11	56	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales
o_UBA9983 A	0	0	0	16	3	3	0	0	2	0	0	0	0	13	138	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA9983 A
o_MWEM01	0	0	0	0	0	0	0	0	0	0	158	3	0	0	0	d_Bacteria;p_Thermotogota;c_Thermotogae;o_MWEM01
o_Longimicrobiales	3	0	32	0	1	26	11	0	13	0	0	17	0	9	48	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales
o_Ch115	0	0	0	0	0	0	0	0	0	0	5	151	0	0	0	d_Bacteria;p_Firmicutes G;c_SHA-98;o_Ch115
o_Caldilineales	8	9	8	22	7	39	12	0	15	12	0	0	0	23	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Caldilineales
o_Desulfitobacteriales	0	0	1	1	3	2	0	7	0	0	117	0	4	1	17	d_Bacteria;p_Firmicutes B;c_Desulfitobacteriia;o_Desulfitobacteriales
o_Coxiellales	0	0	30	41	9	27	14	0	5	0	0	0	0	25	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Coxiellales
o_UBA9042	6	15	21	22	17	30	8	3	5	4	0	0	0	17	1	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA9042
o_Nitrospinales	1	0	28	21	6	13	13	3	30	3	0	0	0	30	1	d_Bacteria;p_Nitrospinota;c_Nitrospinia;o_Nitrospinales
o_Thalassobaculales	0	0	23	8	7	10	6	27	4	0	0	8	0	11	44	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Thalassobaculales
o_UBA1400	4	11	17	22	5	20	17	0	5	9	0	0	0	35	0	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1400
o_Unclassified_p_Chloroflexota	6	2	40	11	4	24	15	0	8	0	0	0	1	31	0	d_Bacteria;p_Chloroflexota;c_Unclassified_p_Chloroflexota;o_Unclassified_p_Chloroflexota
o_UBA994	1	0	22	18	4	23	12	2	50	0	1	0	1	5	1	d_Bacteria;p_Firmicutes H;c_UBA994;o_UBA994
o_Humimicrobiales	2	6	18	8	1	17	25	21	21	4	0	0	2	12	1	d_Bacteria;p_Actinobacteriota;c_Humimicrobiia;o_Humimicrobiales
o_XYA12-FULL-58-9	10	11	8	31	22	11	7	0	9	12	0	2	0	12	0	d_Bacteria;p_Myxococcota;c_XYA12-FULL-58-9;o_XYA12-FULL-58-9
o_ATCC43930	0	0	0	0	0	0	1	0	0	1	0	122	0	0	4	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_ATCC43930
o_Chthoniobacterales	1	0	15	7	1	8	11	0	2	0	0	0	0	27	56	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales
o_Unclassified_c_Dehalococcoidia	0	0	15	20	2	32	9	0	14	0	2	0	0	33	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Unclassified_c_Dehalococcoidia
