genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_Brevilactibacter	267.006	48.1312	0	0	0	0	0	33.2536	67.6747	193.43	1.6126	40.1609	30.1925	0	648.5381	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Brevilactibacter
g_Ch128a	0	0	191.434	365.8822	89.0758	208.3057	120.3845	0	107.8261	0	0	0	0	243.2811	0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28;f_B-1AR;g_Ch128a
g_PHOS-HE28	0	232.4128	19.196	367.1811	34.3207	47.5001	213.059	0	148.6918	13.4281	0	37.0371	0	212.1153	0.0841	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_PHOS-HE28;g_PHOS-HE28
g_Pseudorhodoferax	25.7672	64.2065	21.2124	0	50.4974	0	38.4421	5.0439	12.4018	0	0	1062.8634	0	10.2859	34.2699	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Pseudorhodoferax
g_Pseudarthrobacter	262.5606	83.1627	49.8132	0	36.8422	8.9725	106.3231	17.8016	15.3089	47.04	0	47.1369	17.619	19.984	609.2919	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Pseudarthrobacter
g_Unclassified_f_Aerococcaceae	3.095	0	0	0	19.3379	1.829	85.6769	165.2677	2.2705	92.6134	1.5381	66.5206	34.0953	0	844.5575	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Unclassified_f_Aerococcaceae
g_Unclassified_o_Oscillospirales	22.7788	28.3246	359.6962	28.8862	0	124.4875	318.1409	14.0139	123.6283	41.4298	65.858	13.9584	3.6819	128.1695	41.8278	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Unclassified_o_Oscillospirales;g_Unclassified_o_Oscillospirales
g_Fundicoccus	4.585	0	0	0	0	0	0	1.5705	20.3014	20.5989	0.9595	11.342	25.54	0	1224.4171	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Fundicoccus
g_Anaerosphaera	0	0	0	0	0	0	0	134.7877	0	0	589.8521	75.6451	474.1734	0	25.3803	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_Anaerosphaera
g_Deinococcus	1035.1157	9.2866	50.3659	0	12.5715	0	0	80.846	8.2218	4.0361	0	30.2713	44.0417	0	20.1976	d_Bacteria;p_Deinococcota;c_Deinococci;o_Deinococcales;f_Deinococcaceae;g_Deinococcus
g_Arcanobacterium	180.6809	74.6847	0	0	7.5138	4.6124	11.4362	0	45.4003	258.0739	4.6232	23.9746	374.338	30.27	271.1457	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Arcanobacterium
g_Bifidobacterium	206.0336	408.4203	0	0	0	0	20.3996	11.4934	36.58	261.5055	1.9627	20.3644	161.6881	0	155.7368	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Bifidobacteriaceae;g_Bifidobacterium
g_OLB14	0	0	173.71	339.5616	48.0885	184.319	154.4105	0	108.9482	0	1.3381	1.153	0	265.6549	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12;g_OLB14
g_Ornithinibacter	1036.4731	22.8621	3.5984	0	0	0	0	76.1682	0	11.0378	2.8016	14.1954	21.9218	0	72.8396	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Ornithinibacter
g_Unclassified_o_Gemmatimonadales	0	0	249.6532	272.8321	0	235.1582	167.5681	0	64.8709	0	0	0	0	269.0151	0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_Unclassified_o_Gemmatimonadales;g_Unclassified_o_Gemmatimonadales
g_DTIZ01	43.5683	460.9696	0	0	61.2648	21.5177	82.7984	0	40.0673	543.3232	0	0	0	0	0	d_Bacteria;p_Armatimonadota;c_CAIYQO01;o_WVXJ01;f_DTIZ01;g_DTIZ01
g_Novosphingobium	126.494	0	47.9501	0	23.2638	147.0749	62.8812	26.1417	174.0756	0	5.3797	486.9726	2.9981	36.402	84.3472	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Novosphingobium
g_Akkermansia	0	0	155.1827	264.0367	19.6225	263.457	295.6983	0	82.3709	0	0	0	0	123.4959	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae;g_Akkermansia
g_CAG-485	0	0	809.3083	126.3497	34.4517	36.3009	186.2436	0	0	0	10.8323	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae;g_CAG-485
g_PXBB01	0	0	185.4567	204.6295	55.9485	137.3129	25.2045	0	145.1668	0	0	0	0	439.6476	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_PXBB01;g_PXBB01
g_Aurantibacter A	94.2713	503.7225	35.4258	0	191.4871	0	262.8239	6.4131	48.3019	41.2708	2.0566	3.2662	0	0	1.2773	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Aurantibacter A
g_JADFWT01	40.1595	0	164.9021	166.3499	79.1507	179.105	214.0948	0	126.0003	0	0	0	22.6814	196.5811	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_JADFWT01;g_JADFWT01
g_Glutamicibacter	259.6321	61.7964	0	0	0	0	0	3.3638	70.1784	458.0141	2.8714	32.1059	169.1978	0	120.1512	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Glutamicibacter
g_BS524	5.1026	0	223.2572	194.7669	34.8647	229.6232	133.0266	0	295.861	0	0	0	0	56.5386	0	d_Bacteria;p_Firmicutes H;c_UBA994;o_UBA994;f_UBA994;g_BS524
g_Paeniglutamicibacter	120.5995	0	0	0	9.6642	0	0	20.7965	0	119.6482	1.1565	241.5722	85.1275	139.8879	432.8934	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Paeniglutamicibacter
g_Unclassified_f_Streptomycetaceae	294.8221	216.5734	58.6297	133.9952	37.3645	104.7301	61.8085	3.1591	91.1445	40.7546	1.8845	0	0	115.6553	10.652	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Streptomycetales;f_Streptomycetaceae;g_Unclassified_f_Streptomycetaceae
g_Acutalibacter	21.1479	50.8101	76.6382	439.5856	0	243.0461	63.935	0	42.7254	51.7967	0	2.9344	39.8126	119.8062	16.0772	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Acutalibacter
g_Phreatobacter	197.1989	0	0	0	0	0	0	8.7109	0	44.5064	1.153	825.5143	22.3543	0	68.1998	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phreatobacteraceae;g_Phreatobacter
g_Pseudogemmobacter	90.0226	0	0	0	14.3732	0	0	1.5006	0	36.04	1.1885	920.0905	2.3587	0	93.0612	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Pseudogemmobacter
g_Helicobacter F	10.2626	0	16.1429	9.3513	856.6338	6.6696	20.1286	2.8861	12.4192	0	3.4944	11.9959	0	206.1481	2.1164	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter F
g_Limiplasma	7.0846	0	5.3143	0	5.2115	0	0	2.2179	0	0	577.5923	20.0996	536.3693	0	1.7068	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_Limiplasma
g_Companilactobacillus	0	0	39.5447	132.1502	11.7837	24.8325	99.6181	662.2236	4.035	16.6555	0.6146	9.9764	123.6773	18.7909	11.4047	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Companilactobacillus
g_Unclassified_o_Flavobacteriales	62.553	0	107.0752	79.9052	35.2189	31.1831	120.1868	0	26.7115	0	2.3277	685.1389	0	0	1.6029	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Unclassified_o_Flavobacteriales;g_Unclassified_o_Flavobacteriales
g_Clostridioides	233.216	0	0	0	1.8089	0	2.4447	281.1425	1.2459	0	372.7518	3.3859	37.2925	26.121	191.3583	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Clostridioides
g_Desulfomicrobium	0	0	22.8441	49.9301	0	420.3596	251.9563	0	266.5984	0	0	8.6418	0	126.3503	0	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfomicrobiaceae;g_Desulfomicrobium
g_Paraburkholderia	176.0708	0	73.8958	19.2239	164.5067	34.4469	187.8587	0	93.3716	64.6024	0	110.733	0	154.8823	66.2277	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia
g_Helicobacter E	54.4868	0	9.7462	0	833.8112	0	47.1002	18.5397	0	0	0	3.4367	0	173.0147	2.6192	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter E
g_Puia	0	0	277.4221	203.2679	82.1207	248.1643	145.8862	6.3181	23.3023	0	0	16.8358	0	136.7058	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Puia
g_UBA3077	0	0	354.6497	91.1946	37.299	373.3596	75.6134	0	182.952	0	0	0	0	20.2317	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_UBA3077
g_Lacisediminihabitans	80.2829	551.7515	23.4271	12.8011	126.955	0	110.116	0	61.6349	139.2975	0	0	14.0099	11.3598	0.2862	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Lacisediminihabitans
g_Acidovorax C	19.3062	0	0	0	0	0	0	0	3.0211	7.6607	0	1083.3252	11.4191	0	3.5773	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Acidovorax C
g_CAIUDO01	37.1044	42.0968	143.9814	252.3105	98.9938	155.1842	160.1574	0	15.0931	102.0694	0.5112	0	0.8158	114.9937	0	d_Bacteria;p_Myxococcota A;c_UBA796;o_UBA796;f_GCA-2862545;g_CAIUDO01
g_EC70	0	0	0	349.6239	41.5559	337.2422	184.8926	0	101.0062	0	0	0	0	91.6378	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Verrucomicrobiales;f_DEV007;g_EC70
g_MUGG01	0	0	216.3661	189.1636	0	203.8038	226.5521	0	153.6312	0	0	0	0	111.9103	0.7048	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Leptolyngbyales;f_Leptolyngbyaceae;g_MUGG01
g_Helicobacter A	4.2342	0	13.3207	0	799.2016	47.2706	8.0468	0	0	0	0	16.5785	0	209.5188	3.033	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter A
g_UBA4441	0	0	169.6972	231.5852	73.0292	215.4751	30.0467	9.4616	279.5341	0	0	0	0	91.8298	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Emcibacteraceae;g_UBA4441
g_Unclassified_f_Micromonosporaceae	333.0503	461.8143	0	20.0264	7.2211	0	8.8914	23.2876	21.5133	185.0921	1.1352	8.2275	4.8306	8.8858	14.5305	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae;g_Unclassified_f_Micromonosporaceae
g_Diaphorobacter A	54.2003	13.4933	0	0	0	0	0	0	22.0195	3.7893	0.3925	854.9546	98.6095	0	49.974	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Diaphorobacter A
g_Thiodiazotropha	0	0	249.4311	483.8664	68.858	131.1476	44.407	0	36.6908	0	0	0	0	77.4704	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Sedimenticolaceae;g_Thiodiazotropha
g_Kamptonema	9.6673	0	152.0645	182.8012	13.5939	171.8827	183.7192	5.7853	177.8088	0	0	0	0	191.7138	0.3715	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Microcoleaceae;g_Kamptonema
g_RI-231	77.4942	522.0917	21.3921	23.3783	152.989	20.1501	77.5357	0	8.7326	121.132	0	0	0	62.2382	0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Bryobacterales;f_UBA6623;g_RI-231
g_UBA2834	63.1383	0	115.8682	0	0	0	279.9761	440.8192	19.3549	11.579	37.2206	0	0	96.3162	14.2808	d_Bacteria;p_Patescibacteria;c_Saccharimonadia;o_Saccharimonadales;f_Nanosyncoccaceae;g_UBA2834
g_Peptostreptococcus	456.7731	0	0	0	0	66.5094	0	39.2549	0	2.8389	60.0419	0	374.364	17.6118	53.1607	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Peptostreptococcus
g_Unclassified_f_F082	0	0	131.8157	144.0541	35.3512	136.5787	95.5532	0	169.5451	0	0	2.324	7.8828	345.1542	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_F082;g_Unclassified_f_F082
g_Ardenticatena	0	0	241.5571	422.3749	64.7824	227.5321	0	0	14.1226	0	0	0	0	93.7048	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Ardenticatenales;f_Ardenticatenaceae;g_Ardenticatena
g_Propionicimonas	378.8334	86.2715	0	45.5973	12.8948	98.2525	86.1661	14.6062	49.2031	72.7618	5.8638	13.1922	91.4599	0	103.9583	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Propionicimonas
g_Aquirickettsiella	0	0	190.511	338.3233	85.1542	80.0087	115.0845	0	13.9228	0	0	0	0	230.947	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Diplorickettsiales;f_Diplorickettsiaceae;g_Aquirickettsiella
g_CAIYBN01	57.4842	425.7433	188.7306	97.0379	38.7521	111.108	14.2511	11.4669	6.8963	42.1684	0	0	0	57.1971	0	d_Bacteria;p_Myxococcota;c_UBA9042;o_UBA9042;f_UBA9042;g_CAIYBN01
g_Onthocola A	0	0	172.1094	532.9183	0	81.0583	69.3123	0	0	0	0	0	0	194.7303	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Onthocola A
g_Lampropedia	0	0	72.122	0	0	169.8365	0	0	21.083	0	0	505.7839	4.4011	244.8038	20.6746	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Lampropedia
g_JACNJU01	0	0	174.0877	244.6081	22.2324	281.1087	120.1868	0	72.7001	0	0	0	0	120.593	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_2-02-FULL-58-16 A;g_JACNJU01
g_Scrofimicrobium	100.4967	129.9153	0	0	0	0	122.8539	3.0391	95.7509	121.5218	1.3576	97.8829	261.2673	0	97.9558	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Scrofimicrobium
g_JABMPR01	0	0	61.5676	292.2039	73.4598	222.3852	0	0	239.7443	0	1.9307	0	0	139.8879	0	d_Bacteria;p_Marinisomatota;c_UBA8477;o_UBA8477;f_UBA8477;g_JABMPR01
g_Pontibacter	8.5816	27.2391	134.1848	119.2924	84.096	282.7548	136.7427	3.1747	103.2249	9.4428	0	13.9768	0	105.8611	1.1213	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Hymenobacteraceae;g_Pontibacter
g_UBA11606	0	148.7216	110.552	0	230.6002	0	222.6087	0	150.813	128.8905	0	0	0	35.7378	0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_UBA11606;g_UBA11606
g_Unclassified_o_Xanthomonadales	139.2676	0	0	0	0	30.6801	0	16.7544	0	22.7845	0.4075	471.4032	53.687	0	289.4064	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Unclassified_o_Xanthomonadales;g_Unclassified_o_Xanthomonadales
g_SCUD01	0	0	376.2889	342.6877	0	265.831	0	0	36.6662	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Steroidobacterales;f_Steroidobacteraceae;g_SCUD01
g_Unclassified_f_PJMF01	21.4962	200.1102	108.2797	88.7497	32.2586	127.4912	133.5356	0	22.4113	56.7579	0	0	0	229.7086	0	d_Bacteria;p_Patescibacteria;c_Microgenomatia;o_UBA1400;f_PJMF01;g_Unclassified_f_PJMF01
g_JAFGSB01	0	0	408.5526	63.7835	0	302.3679	0	0	17.0614	0	0	0	0	226.4081	0.7129	d_Bacteria;p_KSB1;c_UBA2214;o_UBA2214;f_Zgenome-0027;g_JAFGSB01
g_JADJTT01	0	0	148.4865	365.1136	0	244.7644	44.8491	16.1404	32.5547	0	5.9623	3.7399	133.1966	20.5717	0.2591	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_JADJTT01
g_Unclassified_f_Nostocaceae	25.1173	0	252.6764	293.0293	30.3029	132.0053	40.0241	0	61.5906	12.7036	0	26.3518	0	140.874	0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Nostocaceae;g_Unclassified_f_Nostocaceae
g_Fulvimarina	0	0	333.6041	407.1617	39.7637	104.745	26.87	0	52.011	0	2.0838	0	0	21.5686	24.8631	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Fulvimarina
g_Limnohabitans A	65.2873	642.896	0	0	0	9.6852	0	0	0	171.4369	0	114.0498	0	0	0.9454	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Limnohabitans A
g_Unclassified_f_GWC2-71-9	0	0	249.8456	224.4965	15.2215	148.8737	104.6414	0	19.9098	0	0	0	0	238.7047	0.208	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9;g_Unclassified_f_GWC2-71-9
g_Georgenia	305.904	33.4866	0	0	0	0	0	9.9201	39.009	109.8157	1.6387	37.7638	169.0324	4.451	287.1928	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Georgenia
g_T3Sed10-336	0	0	288.4881	337.7922	184.2112	38.8198	24.8958	7.8396	36.1424	0	0	0	0	79.9359	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_T3Sed10-336;g_T3Sed10-336
g_Yimella	625.8658	191.5192	0	0	22.2324	0	0	3.0954	20.545	61.0204	2.2259	3.7604	6.091	0	57.2877	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Yimella
g_Dictyobacter	76.7831	0	327.473	0	539.8535	0	0	0	0	0	0	0	0	46.8524	0	d_Bacteria;p_Chloroflexota;c_Ktedonobacteria;o_Ktedonobacterales;f_Ktedonobacteraceae;g_Dictyobacter
g_NIC37A-2	0	0	313.8154	44.4941	29.3063	184.7781	246.5856	0	130.9189	0	0	0	0	35.6386	0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae;g_NIC37A-2
g_Thauera	3.8254	0	112.9317	393.814	8.1026	17.0751	21.9012	0	10.5983	0	0	401.4326	3.8168	0	11.1839	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Thauera
g_Azomonas	0	0	117.8648	343.4877	17.561	122.7047	190.2721	0	67.4984	0	0	2.2169	0	107.2831	9.6767	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Azomonas
g_GWF2-37-15	0	0	140.796	65.9435	75.8509	227.3508	267.3078	46.6192	11.7595	0	0	0	0	136.5439	0	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Gastranaerophilales;f_UBA9579;g_GWF2-37-15
g_Raineya	37.429	134.8336	105.9859	83.7764	29.5269	199.5423	44.2447	0	94.0425	118.4064	0	0	0	123.9632	0.1814	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Thermonemataceae;g_Raineya
g_Unclassified_f_Marinococcaceae	0	0	0	0	0	0	19.9983	44.0819	0	451.5817	34.1189	261.1943	158.3802	0	0.8088	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Marinococcaceae;g_Unclassified_f_Marinococcaceae
g_Geomicrobium	0	0	272.8942	89.4693	48.7911	205.6399	131.8806	0	31.9095	0	0	0	0	185.2569	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales H;f_Marinococcaceae;g_Geomicrobium
g_Hydrogenophaga	8.331	0	29.1823	63.7835	26.0877	164.9279	0	1.972	17.0614	0	0	618.1099	0	0	34.584	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Hydrogenophaga
g_Rhodoluna	4.9151	0	123.7009	424.2085	44.7406	65.5418	60.4661	0	9.0402	0	0	0.6815	0	227.6864	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Rhodoluna
g_Oscillochloris	0	0	54.5788	178.9385	0	462.6897	98.9105	0	0	0	0	0	0	158.7916	0	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Chloroflexales;f_Chloroflexaceae;g_Oscillochloris
g_Occidentia	0	0	0	0	0	0	759.1626	71.3778	88.8407	0	30.5749	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Rickettsiaceae;g_Occidentia
g_JACCYU01	0	122.0051	220.2936	168.7636	64.6692	279.7307	87.3994	0	6.945	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_JACCYU01;f_JACCYU01;g_JACCYU01
g_Tabrizicola	25.6144	0	0	0	7.3147	0	0	2.9414	9.0402	16.2248	0	222.59	13.8704	0	647.8368	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Tabrizicola
g_Pseudovibrio	0	103.4257	114.2204	224.6853	20.4216	86.071	165.5967	0	41.6944	0	0	0	0	110.7709	78.237	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Pseudovibrio
g_JADHTQ01	5.8891	154.9419	127.379	128.0795	162.5025	52.0488	68.7673	7.3031	68.5199	52.3081	0	0	0	114.7892	0	d_Bacteria;p_Bdellovibrionota;c_Bacteriovoracia;o_Bacteriovoracales;f_Bacteriovoracaceae;g_JADHTQ01
g_Nitrospira F	0	0	169.389	70.1348	95.6181	327.733	103.381	0	111.54	0	0	0	0	62.2382	0	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae;g_Nitrospira F
g_Kutzneria	6.2321	0	138.106	117.3888	27.4357	216.8125	74.1578	0	38.962	6.8575	0	6.6508	26.7638	267.8704	12.6053	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Kutzneria
g_Yoonia	168.9228	134.0451	167.8658	0	134.015	128.5249	160.5126	0	19.4186	0	3.1119	0	0	0	19.1708	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Yoonia
g_Staphylococcus	30.2786	0	245.6048	208.7616	0	282.7548	65.9403	0	6.4027	22.9822	1.0261	0	9.7078	0	60.3015	d_Bacteria;p_Firmicutes;c_Bacilli;o_Staphylococcales;f_Staphylococcaceae;g_Staphylococcus
g_Marichromatium	16.1554	17.093	66.7208	33.5623	182.0059	0	295.7652	11.2983	39.6774	94.8081	0	0	0	172.5489	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Marichromatium
g_Chelonobacter	0	0	18.9738	10.0747	7.2095	9.0706	499.2705	23.1921	24.3342	0	200.6717	90.9586	11.3849	33.6191	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pasteurellaceae;g_Chelonobacter
g_Unclassified_c_Verrucomicrobiae	8.5816	0	154.5472	168.3204	11.5132	269.1893	120.1703	0	146.0019	0	0	1.19	0	42.0395	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Unclassified_c_Verrucomicrobiae;f_Unclassified_c_Verrucomicrobiae;g_Unclassified_c_Verrucomicrobiae
g_Dysosmobacter	21.9662	0	0	45.039	18.4211	174.689	0	0	0	0	230.5035	9.9058	306.51	99.9199	12.354	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Dysosmobacter
g_Pseudoxanthomonas A	99.4455	0	14.9365	164.749	0	70.3465	126.3206	13.7194	96.0588	0	0	196.3409	0	101.398	31.0226	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Pseudoxanthomonas A
g_Brooklawnia	218.6402	9.5477	0	0	0	0	0	0.8286	43.239	69.0482	4.7564	40.8517	40.1851	0	483.348	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Brooklawnia
g_UBA10649	0	0	206.7662	112.9817	30.8067	146.071	104.0867	0	141.0333	0	0	0	0	167.1016	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Nanopelagicales;f_S36-B12;g_UBA10649
g_Roseinatronobacter	41.7805	0	61.8189	45.039	18.4211	38.8198	0	0	72.2847	34.2874	0	407.6074	0.7195	159.8719	23.688	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Roseinatronobacter
g_Psychrilyobacter	0	0	0	0	0	0	0	638.8536	3.9566	0	14.4454	7.0935	189.9049	47.4545	0.4093	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Psychrilyobacter
g_CAIPTY01	0	0	104.0937	199.0768	46.5276	196.0999	125.7625	0	0	0	0	0	0	227.1375	0	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales;f_Pseudopelobacteraceae;g_CAIPTY01
g_Clostridium AD	0	0	0	0	0	0	5.169	239.6517	0	0	154.1104	247.8644	223.9066	2.0746	18.7704	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AD
