genus	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
g_Amphibacillus B	0	0	0	0	0	0	0	0	0	5.1556	0.6905	0	0	0	10.6512	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales D;f_Amphibacillaceae;g_Amphibacillus B
g_Alteriqipengyuania A	4.6992	0	0	0	0	0	0	0	0	0	0	11.729	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Alteriqipengyuania A
g_Oleiagrimonas	0	0	0	0	0	0	0	0	0	0	0	16.4024	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Oleiagrimonas
g_UBA1100	0	0	0	0	0	0	0	0	16.3073	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_UBA1100;g_UBA1100
g_CSBR16-193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3007	d_Bacteria;p_Patescibacteria;c_Paceibacteria;o_UBA9983 A;f_CSBR16-193;g_CSBR16-193
g_Tokpelaia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2873	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Tokpelaia
g_UBA6680	0	0	0	0	0	0	16.179	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA6680;g_UBA6680
g_Intrasporangium	0	0	0	0	0	0	0	0	0	0	0	0	6.3074	0	9.7916	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Intrasporangium
g_WM01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0708	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_WM01
g_Marinospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0314	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Halomonadaceae;g_Marinospirillum
g_Coralloluteibacterium	0	0	0	0	0	0	0	0	0	0	0	0.2259	0	0	15.7524	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Coralloluteibacterium
g_Oryzomicrobium	0	0	0	0	0	0	0	0	0	0	0	0.1943	0	0	15.7476	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_Oryzomicrobium
g_UBA2994	13.3176	0	0	0	0	0	0	0	0	0	0	1.8467	0	0	0.7677	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA8438;g_UBA2994
g_Youngiibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7339	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Youngiibacter
g_CAG-449	0	0	0	0	0	0	0	0	0	0	0	0.9746	0	0	14.6748	d_Bacteria;p_Firmicutes;c_Bacilli;o_RFN20;f_CAG-449;g_CAG-449
g_Sulfurovum	0	0	0	0	15.5627	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Sulfurovaceae;g_Sulfurovum
g_Kineosporia	0	0	0	0	15.5627	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Kineosporiaceae;g_Kineosporia
g_BB31	5.4677	0	0	0	0	0	0	0	10.0566	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Beggiatoales;f_Beggiatoaceae;g_BB31
g_BMS3Bbin01	0	0	0	0	0	0	0	0	0	0	0	0.4255	0	0	15.0484	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_UBA5794;f_UBA4744;g_BMS3Bbin01
g_VTOM01	0	0	0	0	0	0	0	0	0	0	0	15.4166	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_VTOM01
g_Microthrix	0	0	0	0	0	0	0	0	0	0	0	7.8631	5.3341	0	2.1792	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Microtrichaceae;g_Microthrix
g_DTU032	0	0	0	0	0	0	0	3.9118	0	7.1927	0	0	0	0	4.2704	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales;f_DTU023;g_DTU032
g_IDS-52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3706	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales;f_UBA6960;g_IDS-52
g_CAHJWT01	0	0	0	0	0	0	0	0	0	0	0	15.3301	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_CAHJWT01
g_Actinophytocola	0	0	0	0	0	0	0	0	0	0	0	15.2807	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Actinophytocola
g_Dolosicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2789	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Dolosicoccus
g_Unclassified_o_Saccharofermentanales	4.136	0	0	0	0	0	0	0	0	0	0	0	0	0	11.126	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Saccharofermentanales;f_Unclassified_o_Saccharofermentanales;g_Unclassified_o_Saccharofermentanales
g_Desulfobotulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2136	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_Desulforegulaceae;g_Desulfobotulus
g_FKL33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1907	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_FKL33
g_Stella	0	0	0	0	0	0	9.6055	0	0	5.5616	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_ATCC43930;f_Stellaceae;g_Stella
g_Caldisalinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1629	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Caldisalinibacteraceae;g_Caldisalinibacter
g_Acaricomes	0	0	0	0	0	0	0	0	0	15.1571	0	0	0	0	0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Acaricomes
g_Unclassified_f_UBA994	0	0	0	0	0	0	0	5.7335	0	0	0	0	9.0123	0	0.3682	d_Bacteria;p_Firmicutes H;c_UBA994;o_UBA994;f_UBA994;g_Unclassified_f_UBA994
g_SZUA-584	0	0	0	0	0	0	0	0	0	0	1.9099	0	0	13.1792	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_SZUA-584;g_SZUA-584
g_Thalassotalea A	0	0	0	0	0	0	0	0	0	0	0	12.122	2.9369	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Alteromonadaceae;g_Thalassotalea A
g_Acetobacterium	0	0	0	0	0	0	0	0	7.0953	0	0	0	0	0	7.9402	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Eubacteriales;f_Eubacteriaceae;g_Acetobacterium
g_Leptospirillum A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9852	d_Bacteria;p_Nitrospirota A;c_Leptospirillia;o_Leptospirillales;f_Leptospirillaceae;g_Leptospirillum A
g_Unclassified_f_Longimicrobiaceae	11.671	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1396	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Longimicrobiales;f_Longimicrobiaceae;g_Unclassified_f_Longimicrobiaceae
g_Enterococcus J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7695	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus J
g_PALSA-1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5965	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae;g_PALSA-1005
g_Afipia	2.1368	0	0	0	0	0	0	0	0	0	0	12.4449	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Afipia
g_NK4A136	0	0	0	0	0	0	0	0	0	0	0	0	5.2506	0	9.2237	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_NK4A136
g_OAS926	0	0	0	0	0	0	0	0	0	0	0	5.3304	0	0	9.1319	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_OAS926
g_Ventosimonas	12.1114	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3272	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Ventosimonas
g_Alysiella	4.4239	0	0	0	0	0	0	3.9711	0	0	0.326	1.5336	2.0807	0	2.0401	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Neisseriaceae;g_Alysiella
g_Methylicorpusculum	0	0	0	0	0	0	0	0	0	0	0	1.532	5.1964	0	7.6424	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylomonadaceae;g_Methylicorpusculum
g_JADGOR01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3163	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Cellulomonadaceae;g_JADGOR01
g_Stenotrophobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2554	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales;f_Nevskiaceae;g_Stenotrophobium
g_Clostridium Y	0	0	0	0	0	0	0	0	0	0	0	0	4.5779	0	9.6084	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Clostridium Y
g_JAAYFG01	0	0	0	0	0	0	0	0	0	2.6897	0	0	0	0	11.4723	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Peptoniphilaceae;g_JAAYFG01
g_B13-G4	0	0	0	0	0	0	0	0	0	0	0	14.1137	0	0	0	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_ETH-SRB1;g_B13-G4
g_Alkalibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.096	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Eubacteriales;f_Alkalibacteraceae;g_Alkalibaculum
g_Nitrobacter	0	0	0	0	0	0	0	0	0	0	0	6.7603	0	0	7.2553	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Nitrobacter
g_Stenotrophomonas A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9949	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas A
g_Enterococcus G	0	0	0	0	2.981	0	0	0	0	0	0	0	0	0	10.99	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus G
g_UBA2227	0	0	0	0	0	0	0	0	0	8.2418	0	0	0	0	5.6616	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Erysipelotrichaceae;g_UBA2227
g_RGIG665	0	0	0	0	0	0	0	0	0	0	0	13.592	0	0	0.2898	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Neiellaceae;g_RGIG665
g_UMGS1783	0	0	0	0	0	0	0	7.8396	0	0	0	0	0	0	6.0411	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_UMGS1783;g_UMGS1783
g_Tamlana B	0	0	0	0	0	0	0	0	0	0	0	13.8769	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Tamlana B
g_Chrysiogenes	0	0	0	0	0	0	10.7196	0	0	0	0	0	0	0	3.0347	d_Bacteria;p_Chrysiogenota;c_Chrysiogenetes;o_Chrysiogenales;f_Chrysiogenaceae;g_Chrysiogenes
g_JACCQS01	7.3952	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2523	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Geodermatophilaceae;g_JACCQS01
g_Rhodosalinus	0	0	0	0	0	0	0	5.6994	0	0	0	7.9238	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Rhodosalinus
g_JAEUMY01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5837	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Usitatibacteraceae;g_JAEUMY01
g_Breoghania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5768	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Stappiaceae;g_Breoghania
g_Aquidulcibacter	0	0	0	0	0	0	0	0	0	0	0	12.6021	0	0	0.9191	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_TH1-2;g_Aquidulcibacter
g_Asanoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.4776	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae;g_Asanoa
g_CAIKMD01	0	0	0	0	0	0	0	0	0	0	0	13.4063	0	0	0.0523	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_ATCC43930;f_Stellaceae;g_CAIKMD01
g_Thermogemmatispora	4.1008	0	0	0	0	0	0	0	0	0	0	0.7582	0	0	8.5624	d_Bacteria;p_Chloroflexota;c_Ktedonobacteria;o_Ktedonobacterales;f_Ktedonobacteraceae;g_Thermogemmatispora
g_JACRTK01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2982	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Tissierellaceae;g_JACRTK01
g_Unclassified_o_TANB77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2782	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_Unclassified_o_TANB77;g_Unclassified_o_TANB77
g_CAIUPE01	0	0	0	0	0	0	0	0	0	0	0	13.2719	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_CAIUPE01
g_JACOMS01	0	0	0	0	0	0	0	0	0	0	0	13.2357	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Maricaulaceae;g_JACOMS01
g_UBA4045	0	0	0	0	0	0	0	0	0	0	13.2003	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Paenibacillales;f_UBA4045;g_UBA4045
g_Erwinia A	0	0	0	0	0	0	0	0	0	0	4.9791	0	7.8324	0	0.3709	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Erwinia A
g_Unclassified_f_Rhodospirillaceae	0	0	0	0	0	0	0	0	0	0	0.7742	12.3828	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Unclassified_f_Rhodospirillaceae
g_UBA2970	0	0	0	0	0	13.1365	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Pedosphaerales;f_AAA164-E04;g_UBA2970
g_Lamprocystis	0	0	0	0	0	0	0	0	0	13.1286	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Lamprocystis
g_Tardibacter	0	0	0	0	0	0	0	0	0	0	0	13.0538	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Tardibacter
g_Salinisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0469	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Nevskiales;f_Salinisphaeraceae;g_Salinisphaera
g_PUKE01	0	0	0	0	0	0	0	0	0	0	0.2938	0	0	0	12.7392	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Euzebyales;f_Egibacteraceae;g_PUKE01
g_Methyloligella	0	0	0	0	0	0	0	0	0	0	0	6.4181	0	0	6.5628	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloligella
g_Palsa-851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9507	d_Bacteria;p_Dormibacterota;c_Dormibacteria;o_UBA8260;f_UBA8260;g_Palsa-851
g_CAG-884	0	0	0	0	0	0	0	0	0	0	12.9037	0	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_CAG-884
g_Commensalibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9017	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Acetobacterales;f_Acetobacteraceae;g_Commensalibacter
g_Gallionella	0	0	0	0	0	0	0	0	0	0	0	12.8793	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Gallionellaceae;g_Gallionella
g_Hyalangium	0	0	0	0	0	0	0	0	0	0	12.8791	0	0	0	0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Hyalangium
g_Diaminobutyricimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.774	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Diaminobutyricimonas
g_Alkanindiges	4.7408	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0162	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Alkanindiges
g_Symbiobacter	0	0	0	0	0	0	0	0	0	0	0	12.6355	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Symbiobacter
g_Pseudomonas N	0	0	0	0	0	0	12.5762	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas N
g_Methylocaldum	0	0	0	0	0	0	0	0	0	0	0	0.5605	0	0	11.9612	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylocaldum
g_Tateyamaria	0	0	0	0	0	0	0	0	0	0	0	12.4548	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Tateyamaria
g_JADJOU01	12.3444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_JADJOU01;g_JADJOU01
g_JAFGBM01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.334	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Demequinaceae;g_JAFGBM01
g_Escherichia C	0	0	0	0	0	0	0	0	0	0	5.2596	0.3299	6.7141	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia C
g_JACQUR01	0	0	0	0	0	0	0	0	0	0	0	0	4.0799	0	8.1671	d_Bacteria;p_Chloroflexota;c_UBA6077;o_UBA6077;f_JACQUR01;g_JACQUR01
g_Unclassified_f_DSM-18226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2196	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-18226;g_Unclassified_f_DSM-18226
g_GCA-2753565	0	0	0	0	0	0	0	0	0	0	0	12.1157	0	0	0	d_Bacteria;p_Proteobacteria;c_Magnetococcia;o_Magnetococcales;f_UBA8363;g_GCA-2753565
g_Acetoanaerobium	0	0	0	0	0	0	0	0	0	0	0	0	4.4011	0	7.7004	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Filifactoraceae;g_Acetoanaerobium
g_Robbsia	0	0	0	0	0	0	0	0	0	0	0	4.7958	0	0	7.1923	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Robbsia
g_Lumbricidophila	0	0	0	0	0	0	0	0	0	5.1707	0	0.6516	0	0	6.1399	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Lumbricidophila
g_Albimonas	0	0	0	0	0	0	0	0	0	0	0	11.8455	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Albimonas
g_UBA5972	0	0	0	0	0	0	0	0	0	0	0	11.823	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_UBA5972
g_Peribacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8086	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-1321;g_Peribacillus
g_UBA1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7674	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA1213
g_Peptoclostridium A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7122	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Peptoclostridium A
g_Caryophanon	0	0	0	0	0	0	0	0	0	0	0.357	0.3359	0	0	10.9842	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Caryophanon
g_Poseidonibacter	0	0	11.5527	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Arcobacteraceae;g_Poseidonibacter
g_Pricia	11.5451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Pricia
g_Fen-668	0	0	0	0	0	0	0	0	0	0	0	5.3478	0	0	6.0929	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Fen-668
g_UBA1535	0	0	0	0	0	0	0	0	0	0	0	0	5.6013	0	5.7852	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Sedimentibacteraceae;g_UBA1535
g_Mt11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3292	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Tissierellales;f_Tepidimicrobiaceae;g_Mt11
g_RGIG3002	11.3012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_RGIG3002
g_Parvibium	0	0	0	0	0	0	0	0	0	0	0	11.291	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Parvibium
g_Chelatococcus A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2415	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Chelatococcus A
g_JADKJE01	0	0	0	0	0	0	0	0	0	0	0	0	8.0617	0	3.1288	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_JADKJE01;g_JADKJE01
g_Haloactinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1792	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Haloactinobacterium
g_UBA8309	0	0	0	0	0	0	0	0	0	0	0	10.218	0	0	0.9439	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Puniceispirillales;f_Puniceispirillaceae;g_UBA8309
g_Gaiella	0	0	0	0	0	0	0	0	0	0	0	9.0951	0	0	1.8484	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae;g_Gaiella
g_RU20A	0	0	0	0	0	0	0	0	0	0	0	4.0302	0	0	6.8611	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_RU20A
g_CAADGY01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.867	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Bryobacterales;f_Bryobacteraceae;g_CAADGY01
g_Bacillus AH	7.4989	0	0	0	0	0	0	0	0	0	0	1.0398	0	0	2.3054	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_Bacillaceae C;g_Bacillus AH
g_UBA1934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7942	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Rhodocyclaceae;g_UBA1934
g_SHWA01	0	0	0	0	0	0	10.7765	0	0	0	0	0	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_SHWA01;f_SHWA01;g_SHWA01
g_Thalassorhabdomicrobium	2.9338	0	0	0	0	0	0	0	0	0	0	7.7294	0	0	0.1127	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Thalassorhabdomicrobium
g_Elioraea	0	0	0	0	0	0	0	0	0	0	0	3.7823	0	0	6.9881	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Acetobacterales;f_Acetobacteraceae;g_Elioraea
g_Luteibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7302	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Rhodanobacteraceae;g_Luteibacter
g_Pseudomonas M	0	0	0	0	0	0	0	0	0	0	0	10.192	0	0	0.538	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas M
g_Humibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6749	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Humibacter
g_50-400-T64	0	0	0	0	0	0	0	0	0	0	0	0	0.9606	0	9.693	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Porticoccaceae;g_50-400-T64
g_Unclassified_f_Aeromonadaceae	0	0	0	0	0	0	0	0	0	0	0.4396	1.0935	0	0	9.0548	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Aeromonadaceae;g_Unclassified_f_Aeromonadaceae
g_DUVM01	4.7619	0	0	0	0	0	0	0	0	0	0	1.9809	0	0	3.8429	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Acidaminobacteraceae;g_DUVM01
